form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00787317,500156042,,,PAC,WHITESIDES VICTORY FUND,,,,,,PO Box 22177,,Newhall,CA,91322,G2024,,2024-10-18,5000.00,0.00,Contribution,,C00842369,WHITESIDES VICTORY FUND,,,,,,,,,,,,,,,,,Earmarked by Joseph Alsop and transmitted by committee check
SB23,C00787317,500156052,,,CCM,GEORGE WHITESIDES FOR CONGRESS,,,,,,PO Box 221776,,Newhall,CA,913221776,G2024,,2024-10-22,2000.00,0.00,Candidate contribution,,C00834028,,,WHITESIDES,GEORGE,,,,H,CA,27,,,,,,,,
SB23,C00787317,500156062,,,CCM,Caraveo for Congress,,,,,,PO Box 953,,Eastlake,CO,806140953,G2024,,2024-10-29,1000.00,0.00,Candidate contribution,,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,,
SB23,C00787317,500156054,,,CCM,COLIN ALLRED FOR SENATE,,,,,,PO Box 601631,,Dallas,TX,753601631,G2024,,2024-10-29,1000.00,0.00,Candidate contribution,,C00839597,,,ALLRED,COLIN,,,,S,TX,00,,,,,,,,
SB23,C00787317,500156061,,,CCM,COMMITTEE TO ELECT SHOMARI FIGURES FOR CONGRESS,,,,,,907 Spring Hill Ave,,Mobile,AL,366042711,G2024,,2024-10-29,1000.00,0.00,Candidate contribution,,C00856237,,,FIGURES,SHOMARI,C.,,,H,AL,02,,,,,,,,
SB23,C00787317,500156056,,,CCM,DEREK TRAN FOR CONGRESS,,,,,,10441 Stanford Ave,Unit 395,Garden Grove,CA,928425222,G2024,,2024-10-29,1000.00,0.00,Candidate contribution,,C00851790,,,TRAN,DEREK,,,,H,CA,45,,,,,,,,
SB23,C00787317,500156063,,,CCM,FRIENDS OF JANELLE STELSON,,,,,,PO Box 41,,Lemoyne,PA,170430041,G2024,,2024-10-29,1000.00,0.00,Candidate contribution,,C00852368,,,STELSON,JANELLE,,,,H,PA,10,,,,,,,,
SB23,C00787317,500156060,,,CCM,GILLEN FOR NY,,,,,,PO Box 33079,,Washington,DC,200330079,G2024,,2024-10-29,1000.00,0.00,Candidate contribution,,C00840165,,,GILLEN,LAURA,,,,H,NY,04,,,,,,,,
SB23,C00787317,500156059,,,CCM,JOSH RILEY FOR CONGRESS,,,,,,PO Box 836,,Ithaca,NY,148510836,G2024,,2024-10-29,1000.00,0.00,Candidate contribution,,C00793760,,,RILEY,JOSH,,,,H,NY,19,,,,,,,,
SB23,C00787317,500156065,,,CCM,KAPTUR FOR CONGRESS,,,,,,545 E Town St,,Columbus,OH,432154801,G2024,,2024-10-29,1000.00,0.00,Campaign contribution,,C00154625,,,KAPTUR,MARCY,M.C.,,,H,OH,09,,,,,,,,
SB23,C00787317,500156053,,,CCM,KRISTEN FOR MICHIGAN,,,,,,PO Box 854,,Bay City,MI,487070854,G2024,,2024-10-29,1000.00,0.00,Candidate contribution,,C00864207,,,MCDONALD RIVET,KRISTEN,,,,H,MI,08,,,,,,,,
SB23,C00787317,500156055,,,CCM,MISSY FOR CONGRESS,,,,,,PO Box 55418,,Virginia Beach,VA,234719418,G2024,,2024-10-29,1000.00,0.00,Candidate contribution,,C00849836,,,COTTER SMASAL,MISSY,,,,H,VA,02,,,,,,,,
SB23,C00787317,500156058,,,CCM,WHITNEY FOX FOR CONGRESS,,,,,,PO Box 49344,,Saint Petersburg,FL,337439344,G2024,,2024-10-29,1000.00,0.00,Candidate contribution,,C00854307,,,FOX,WHITNEY,,,,H,FL,13,,,,,,,,
SB23,C00787317,500156064,,,CCM,WILL ROLLINS FOR CONGRESS,,,,,,PO Box 6282,,Corona,CA,928786282,G2024,,2024-10-29,1000.00,0.00,Candidate contribution,,C00792507,,,ROLLINS,WILL,,,,H,CA,41,,,,,,,,
SB23,C00787317,500156066,,,PAC,NJ DEMS VICTORY FUND,,,,,,142 W State St,,Trenton,NJ,086081110,G2024,,2024-10-31,1000.00,0.00,Contribution,,C00817346,NJ DEMS VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00787317,500156068,,,CCM,Adam Gray for Congress,,,,,,400 Capitol Mall,Ste 1545,Sacramento,CA,958144434,E2024,Recount,2024-11-25,1000.00,0.00,Candidate recount contribution,,C00801431,,,GRAY,ADAM,C.,,,H,CA,13,,,,,,,,
SB23,C00787317,500156067,,,CCM,Committee to Elect Jared Golden,,,,,,PO Box 7108,,Lewiston,ME,042437108,E2024,Recount,2024-11-25,1000.00,0.00,Candidate recount contribution,,C00653816,,,GOLDEN,JARED,,,,H,ME,02,,,,,,,,
SB23,C00787317,500156057,,,CCM,DEREK TRAN FOR CONGRESS,,,,,,10441 Stanford Ave,Unit 395,Garden Grove,CA,928425222,E2024,Recount,2024-11-25,1000.00,0.00,Candidate recount contribution,,C00851790,,,TRAN,DEREK,,,,H,CA,45,,,,,,,,
