form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00651109,500669573,,,ORG,"Zoom Video Communications, Inc.",,,,,,55 Almaden Blvd,Fl 6,San Jose,CA,951131608,,,2024-04-30,67.57,0.00,Video Conferencing Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500667244,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-03,7.12,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500670054,,,PAC,The PAC for America's Future,,,,,,611 Pennsylvania Ave SE,# 143,Washington,DC,200034303,,,2024-06-26,85000.00,0.00,Transfer to Affiliated Committee,,C00654053,The PAC for America's Future,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500669574,,,ORG,"Zoom Video Communications, Inc.",,,,,,55 Almaden Blvd,Fl 6,San Jose,CA,951131608,,,2024-05-30,67.57,0.00,Video Conferencing Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500667245,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-10,9.88,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500670045,,,ORG,JP Morgan Chase,,,,,,444 5th Ave,,Brooklyn,NY,112154013,,,2024-06-26,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500669555,,,ORG,JP Morgan Chase,,,,,,444 5th Ave,,Brooklyn,NY,112154013,,,2024-05-02,15.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500667246,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-17,178.94,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500670046,,,ORG,JP Morgan Chase,,,,,,444 5th Ave,,Brooklyn,NY,112154013,,,2024-06-27,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500669556,,,ORG,JP Morgan Chase,,,,,,444 5th Ave,,Brooklyn,NY,112154013,,,2024-04-22,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500668456,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-03,24.89,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500669807,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-12,98.20,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500667247,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-24,96.79,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500670047,,,ORG,JP Morgan Chase,,,,,,444 5th Ave,,Brooklyn,NY,112154013,,,2024-06-07,15.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500669557,,,ORG,JP Morgan Chase,,,,,,444 5th Ave,,Brooklyn,NY,112154013,,,2024-05-13,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500668457,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-08,539.59,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500669567,,,ORG,Mailchimp,,,,,,675 Ponce De Leon Ave NE,Ste 5000,Atlanta,GA,303082172,,,2024-04-01,62.87,0.00,Email Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500670048,,,ORG,JP Morgan Chase,,,,,,444 5th Ave,,Brooklyn,NY,112154013,,,2024-06-12,15.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500668458,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-15,977.47,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500669558,,,ORG,JP Morgan Chase,,,,,,444 5th Ave,,Brooklyn,NY,112154013,,,2024-05-17,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500669568,,,ORG,Mailchimp,,,,,,675 Ponce De Leon Ave NE,Ste 5000,Atlanta,GA,303082172,,,2024-04-30,62.87,0.00,Email Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500668459,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-22,37.94,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500669559,,,PAC,The PAC for America's Future,,,,,,611 Pennsylvania Ave SE,# 143,Washington,DC,200034303,,,2024-04-22,50000.00,0.00,Transfer to Affiliated Committee,,C00654053,The PAC for America's Future,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500669569,,,ORG,Mailchimp,,,,,,675 Ponce De Leon Ave NE,Ste 5000,Atlanta,GA,303082172,,,2024-05-30,62.87,0.00,Email Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500669799,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-05,855.78,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
