form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00754051,B856944L,,,ORG,Office Max,,,,,,3605 Warrensville Center Road,,Cleveland,OH,44122,O2023,Not Applicable,2023-09-25,3188.39,,Office Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B856944M,,,ORG,Olive Garden,,,,,,1000 Darden Center Drive,,Orlando,FL,32837,O2023,Not Applicable,2023-09-05,818.22,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B856944N,,,ORG,Sam's Club,,,,,,2101 SE Simple Savings Drive,,Bentonville,AR,72712,O2023,Not Applicable,2023-09-27,3939.57,,Canvassing Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B856944O,,,ORG,Staples,,,,,,500 Staples Drive,,Framingham,MA,01702,O2023,Not Applicable,2023-09-13,270.47,,Office Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B856944P,,,ORG,TGI Fridays,,,,,,19111 Dallas Pkwy,,Dallas,TX,75287,O2023,Not Applicable,2023-09-05,631.57,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B856944Q,,,ORG,Uber,,,,,,1515 3rd Street,,San Francisco,CA,94158,O2023,Not Applicable,2023-09-09,67.07,,Staff Transportation,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B856944R,,,ORG,Walgreens,,,,,,108 Wilmot Road,,Deerfield,IL,60015,O2023,Not Applicable,2023-09-27,188.58,,PPE Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B856944S,,,ORG,WalMart,,,,,,702 SW 8th Street,,Bentonville,AR,72716,O2023,Not Applicable,2023-09-17,210.68,,Canvassing Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B859081,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-10-17,67.96,,Bank Service Charge,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B859306,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-11-09,101836.42,,Credit Card Payment-Itemized Below,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B859306A,,,ORG,Candlewood Suites,,,,,,3 Ravina Drive,Suite 100,Atlanta,GA,30346,O2023,Not Applicable,2023-10-28,77073.50,,Staff Lodging,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B859306B,,,ORG,Hampton Inn,,,,,,7930 Jones Branch Drive,Suite 1100,McLean,VA,22102,O2023,Not Applicable,2023-10-01,261.98,,Staff Lodging,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B859306C,,,ORG,Homewood Suites,,,,,,8320 Benson Drive,,Columbia,MD,21045,O2023,Not Applicable,2023-10-24,24500.94,,Staff Lodging,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B859308,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-11-09,14999.10,,Credit Card Payment-Itemized Below,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B859308A,,,ORG,Amazon,,,,,,410 Terry Avenue N,,Seattle,WA,98109,O2023,Not Applicable,2023-10-29,31.79,,Canvassing Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B859308B,,,ORG,BJs Restaurant,,,,,,7755 Center Avenue,Suite 300,Huntington Beach,CA,92647,O2023,Not Applicable,2023-10-25,467.59,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B859308C,,,ORG,Dunkin Donuts,,,,,,130 Royall Street,,Canton,MA,02021,O2023,Not Applicable,2023-10-18,80.52,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B859308D,,,ORG,BP Gas Station,,,,,,501 Westlake Blvd.,,Houston,TX,77079,O2023,Not Applicable,2023-09-28,33.84,,Ice for Canvassers,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B859308E,,,ORG,Exxon Gas Station,,,,,,22777 Springwoods Village Pkwy,,Spring,TX,77389,O2023,Not Applicable,2023-10-05,134.90,,Ice for Canvassers,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B859308F,,,ORG,EZCater,,,,,,40 Water Street,5th Floor,Boston,MA,02109,O2023,Not Applicable,2023-10-29,813.22,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B859308G,,,ORG,Fas Mart,,,,,,8565 Magellan Pkwy,#400,Richmond,VA,23227,O2023,Not Applicable,2023-09-30,32.24,,Ice for Canvassers,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B859308H,,,ORG,Jason's Deli,,,,,,30 Pine Street,#1775,Beaumont,TX,77701,O2023,Not Applicable,2023-10-20,2656.49,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B859308I,,,ORG,Kickback Jack's,,,,,,1405 Garner Station Blvd,,Raleigh,NC,27603,O2023,Not Applicable,2023-10-29,588.19,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B859308J,,,ORG,Office Max,,,,,,3605 Warrensville Cenetr Road,,Cleveland,OH,44122,O2023,Not Applicable,2023-10-25,637.52,,Office Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B859308K,,,ORG,Sam's Club,,,,,,2101 SE Simple Savings Drive,,Bentonville,AR,72712,O2023,Not Applicable,2023-10-26,3004.63,,Canvassing Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B859308L,,,ORG,North End Juice Company,,,,,,2400 Jefferson Avenue,,Richmond,VA,23223,O2023,Not Applicable,2023-10-06,68.84,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B859308M,,,ORG,Walgreens,,,,,,108 Wilmot Road,,Deerfield,IL,60015,O2023,Not Applicable,2023-10-12,46.62,,PPE Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B859308N,,,ORG,WalMart,,,,,,702 SW 8th Street,,Bentonville,AR,72716,O2023,Not Applicable,2023-10-26,128.65,,Canvassing Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B859308O,,,ORG,Lyft,,,,,,185 Berry Street,Suite 5000,San Francisco,CA,94107,O2023,Not Applicable,2023-10-25,6133.52,,Staff Transportation,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B861356,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-11-16,98.66,,Bank Service Charge,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B862330,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-12-12,78094.09,,Credit Card Payment-Itemized Below,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B862330A,,,ORG,Candlewood Suites,,,,,,3 Ravina Drive,Suite 100,Atlanta,GA,30346,O2023,Not Applicable,2023-11-10,36515.15,,Staff Lodging,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B862330B,,,ORG,Homewood Suites,,,,,,8320 Benson Drive,,Columbia,MD,21045,O2023,Not Applicable,2023-11-09,33167.58,,Staff Lodging,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B862330C,,,ORG,Towneplace Suites,,,,,,7750 Wisconsin Avenue,,Bethesda,MD,20814,O2023,Not Applicable,2023-11-12,8411.36,,Staff Lodging,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B862343,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-12-12,11772.63,,Credit Card Payment-Itemized Below,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B862343A,,,ORG,Dollar Tree,,,,,,500 Volvo Parkway,,Chesapeake,VA,23320,O2023,Not Applicable,2023-11-08,14.58,,Canvassing Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B862343B,,,ORG,Dunkin Donuts,,,,,,130 Royall Street,,Canton,MA,02021,O2023,Not Applicable,2023-11-08,223.55,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B862343C,,,ORG,EZCater,,,,,,40 Water Street,5th Floor,Boston,MA,02109,O2023,Not Applicable,2023-11-09,4649.84,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B862343D,,,ORG,Ms Girlees Kitchen,,,,,,4809 Parker Street,,Richmond,VA,23231,O2023,Not Applicable,2023-11-07,1574.96,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B862343E,,,ORG,Office Max,,,,,,3605 Warrensville Cenetr Road,,Cleveland,OH,44122,O2023,Not Applicable,2023-11-05,147.90,,Office Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B862343F,,,ORG,Party City,,,,,,100 Tice Blvd,,Woodcliffe Lake,NJ,07677,O2023,Not Applicable,2023-11-08,10.60,,Office Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B862343G,,,ORG,Sam's Club,,,,,,2101 SE Simple Savings Drive,,Bentonville,AR,72712,O2023,Not Applicable,2023-11-03,526.47,,Canvassing Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B862343H,,,ORG,UPS Store,,,,,,6060 Cornerstone Court West,,San Diego,CA,92121,O2023,Not Applicable,2023-11-07,3.19,,Mail Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B862343I,,,ORG,Taste,,,,,,1391 Air Rail Avenue,,Virginia Beach,VA,23455,O2023,Not Applicable,2023-11-09,597.16,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B862343J,,,ORG,WalMart,,,,,,702 SW 8th Street,,Bentonville,AR,72716,O2023,Not Applicable,2023-11-09,488.30,,Canvassing Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B862343K,,,ORG,WaWa,,,,,,260 W Baltimore Pike,,Media,PA,10963,O2023,Not Applicable,2023-11-02,384.09,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B862343L,,,ORG,Wegmans,,,,,,1500 Brooks Avenue,,Rochester,NY,14603,O2023,Not Applicable,2023-11-02,61.59,,Canvassing Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B862343M,,,ORG,WalMart,,,,,,702 SW 8th Street,,Bentonville,AR,72716,O2023,Not Applicable,2023-11-03,1075.94,,Canvassing Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B862343N,,,ORG,Lyft,,,,,,185 Berry Street,Suite 5000,San Francisco,CA,94107,O2023,Not Applicable,2023-11-12,1741.46,,Staff Transportation,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B863514,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-12-18,58.68,,Bank Service Charge,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B850604,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-07-03,1.59,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B850605,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-07-03,0.16,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B850712,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-07-10,0.99,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B851080,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-07-17,1.98,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B851472,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-07-24,1.59,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B851964,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-07-31,1.59,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B852131,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-08-01,0.99,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B852303,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-08-07,1.15,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B852743,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-08-14,0.99,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B852945,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-08-21,0.99,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B853595,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-08-28,3.18,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B853856,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-09-01,0.99,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B853857,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-09-05,0.16,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B854276,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-09-11,1.98,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B855077,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-09-18,0.99,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B856194,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-09-25,114.85,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B856568,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-10-02,3.57,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B856569,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-10-02,0.16,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B857918,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-10-10,2.97,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B857919,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-10-16,1.98,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B857920,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-10-23,10.69,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B858703,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-10-30,5.54,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B859085,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-11-01,1.31,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B859086,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-11-06,0.16,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B859388,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-11-13,1.98,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B860731,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-11-20,2.97,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B860819,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-11-27,1.99,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B861603,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-12-01,1.39,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B861605,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-12-04,0.16,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B862891,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-12-11,1.98,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
