form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00831222,2024,,,ORG,NRSC,,,,,,425 2ND ST NE,,WASHINGTON,DC,20002,,,2023-08-14,7000.00,,REIMBURSEMENT OF STAFF TIME,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,2031,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2023-08-16,6542.02,,DIGITAL FUNDRAISING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,2011,,,ORG,CROSBY OTTENHOFF GROUP,,,,,,611 PENNSYLVANIA  AVE SE #267,,WASHINGTON,DC,20003,,,2023-08-16,3750.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,2017,,,ORG,WINRED TECHNICAL SERVICES,,,,,,"1776 WILSON BLVD, STE 530",,ARLINGTON,VA,22209,,,2023-08-21,335.00,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,2035,,,ORG,STANDARD CONSULTING,,,,,,1820 N LAST CHANCE GULCH,,HELENA,MT,59601,,,2023-08-24,6239.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,2002,,,ORG,ELAN FINANCIAL SERVICES,,,,,,PO BOX 6357,,FARGO,ND,58125,,,2023-08-25,1211.00,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,2039,2002,SB21B,ORG,TATANGO,,,,,,"600 STEWART ST, STE 400",,SEATTLE,WA,98101,,,2023-08-25,1211.00,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00831222,2018,,,ORG,WINRED TECHNICAL SERVICES,,,,,,"1776 WILSON BLVD, STE 530",,ARLINGTON,VA,22209,,,2023-08-28,876.29,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,2036,,,ORG,"PALMETTO DEVELOPMENT STRATEGIES, LLC",,,,,,1258 CHRISMILL LN,,MT. PLEASANT,SC,29466,,,2023-08-30,6239.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,2025,,,ORG,"YADON-SMITH CONSULTING, LLC",,,,,,"1215 FIRST ST SE, APT 11I",,WASHINGTON,DC,20002,,,2023-08-31,3500.00,,DIGITAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,2019,,,ORG,WINRED TECHNICAL SERVICES,,,,,,"1776 WILSON BLVD, STE 530",,ARLINGTON,VA,22209,,,2023-09-04,1811.26,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,2020,,,ORG,WINRED TECHNICAL SERVICES,,,,,,"1776 WILSON BLVD, STE 530",,ARLINGTON,VA,22209,,,2023-09-12,1467.58,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,2021,,,ORG,WINRED TECHNICAL SERVICES,,,,,,"1776 WILSON BLVD, STE 530",,ARLINGTON,VA,22209,,,2023-09-18,899.51,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,2032,,,ORG,TARGETED VICTORY LLC,,,,,,"2311 WILSON BLVD, STE 200",,ARLINGTON,VA,22201,,,2023-09-19,75047.18,,DIGITAL FUNDRAISING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,2033,,,ORG,TARGETED VICTORY LLC,,,,,,"2311 WILSON BLVD, STE 200",,ARLINGTON,VA,22201,,,2023-09-19,37513.25,,DIGITAL FUNDRAISING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,2034,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2023-09-25,10438.17,,DIGITAL FUNDRAISING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,2022,,,ORG,WINRED TECHNICAL SERVICES,,,,,,"1776 WILSON BLVD, STE 530",,ARLINGTON,VA,22209,,,2023-09-25,574.15,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,2003,,,ORG,ELAN FINANCIAL SERVICES,,,,,,PO BOX 6357,,FARGO,ND,58125,,,2023-09-26,2297.00,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,2040,2003,SB21B,ORG,TATANGO,,,,,,"600 STEWART ST, STE 400",,SEATTLE,WA,98101,,,2023-09-26,2297.00,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00831222,2026,,,ORG,"YADON-SMITH CONSULTING, LLC",,,,,,"1215 FIRST ST SE, APT 11I",,WASHINGTON,DC,20002,,,2023-09-30,3500.00,,DIGITAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
