form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00835967,E-329,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,R2024,RUNOFF-2024,2024-06-11,3637.40,2024-06-07,279015.85,TEXT MESSAGE SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-343,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,P2024,,2024-06-11,4429.84,2024-06-10,611901.06,TEXT MESSAGE SERVICES,,,O,H4ND00053,BECKER,RICK,,,,H,00,ND,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-347,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,P2024,,2024-06-11,1843.98,2024-06-11,611901.06,TEXT MESSAGE SERVICES,,,S,H4ND00061,FEDORCHAK,JULIE,,,,H,00,ND,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-337,,,ORG,GOLDFINCH PARTNERS LLC,,,,,,PO BOX 408,,BAYVILLE,NJ,08721,R2024,RUNOFF-2024,2024-06-11,28327.83,2024-06-10,175586.12,DIRECT MAIL SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-312,,,ORG,NEBO MEDIA,,,,,,PO BOX 9825,,ARLINGTON,VA,22219,P2024,,2024-06-11,152484.00,2024-06-07,364908.00,MEDIA PRODUCTION & ADVERTISEMENT,,,O,H2CO05216,WILLIAMS,DAVID,,,,H,05,CO,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-314,,,ORG,SEPTEMBER GROUP,,,,,,5383 SOUTH 900 EAST,,SALT LAKE CITY,UT,84117,P2024,,2024-06-11,30000.00,2024-06-07,30000.00,CANVASSING SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-339,,,ORG,SEPTEMBER GROUP,,,,,,5383 SOUTH 900 EAST,,SALT LAKE CITY,UT,84117,R2024,RUNOFF-2024,2024-06-11,15000.00,2024-06-10,175586.12,CANVASSING & TELEPHONE SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-351,,,ORG,NEBO MEDIA,,,,,,PO BOX 9825,,ARLINGTON,VA,22219,P2024,,2024-06-12,9500.00,2024-06-14,374408.00,MEDIA PRODUCTION  SERVICES,,,O,H2CO05216,WILLIAMS,DAVID,,,,H,05,CO,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-331,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,R2024,RUNOFF-2024,2024-06-14,3637.40,2024-06-07,179223.52,TEXT MESSAGE SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-355,,,ORG,MAJORITY STRATEGIES LLC,,,,,,PO BOX 679219,,DALLAS,TX,75267,P2024,,2024-06-14,21190.00,2024-06-14,395598.00,DIRECT MAIL SERVICES,,,O,H2CO05216,WILLIAMS,DAVID,,,,H,05,CO,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-333,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,R2024,RUNOFF-2024,2024-06-17,3888.26,2024-06-07,183111.78,TEXT MESSAGE SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-335,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,R2024,RUNOFF-2024,2024-06-18,3888.26,2024-06-07,187000.04,TEXT MESSAGE SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-361,,,ORG,MAJORITY STRATEGIES LLC,,,,,,PO BOX 679219,,DALLAS,TX,75267,P2024,,2024-06-18,14739.48,2024-06-18,541191.48,DIRECT MAIL SERVICES,,,O,H2CO05216,WILLIAMS,DAVID,,,,H,05,CO,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-349,,,ORG,NEBO MEDIA,,,,,,PO BOX 9825,,ARLINGTON,VA,22219,P2024,,2024-06-18,130854.00,2024-06-13,541191.48,MEDIA PRODUCTION & ADVERTISEMENT,,,O,H2CO05216,WILLIAMS,DAVID,,,,H,05,CO,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-353,,,ORG,NEBO MEDIA,,,,,,PO BOX 9825,,ARLINGTON,VA,22219,R2024,RUNOFF-2024,2024-06-18,349999.25,2024-06-14,349999.25,MEDIA PRODUCTION & ADVERTISEMENT,,,O,H2SC04147,BURNS,MARK,,,,H,03,SC,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-371,,,ORG,COEFFICIENT,,,,,,5100 MAIN STREET,,KANSAS CITY,MO,64112,R2024,RUNOFF-2024,2024-06-22,2342.12,2024-06-24,360409.31,TEXT MESSAGE SERVICES,,,S,H4SC01313,BIGGS,SHERI,,,,H,03,SC,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-373,,,ORG,COEFFICIENT,,,,,,5100 MAIN STREET,,KANSAS CITY,MO,64112,R2024,RUNOFF-2024,2024-06-22,4840.76,2024-06-24,360409.31,TELEPHONE SERVICES,,,S,H4SC01313,BIGGS,SHERI,,,,H,03,SC,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-374,,,ORG,COEFFICIENT,,,,,,5100 MAIN STREET,,KANSAS CITY,MO,64112,R2024,RUNOFF-2024,2024-06-22,3227.18,2024-06-24,360409.31,TELEPHONE SERVICES,,,O,H2SC04147,BURNS,MARK,,,,H,03,SC,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-368,,,ORG,CONNECT STRATEGY,,,,,,PO BOX 1636,,DRIPPING SPRINGS,TX,78620,P2024,,2024-06-22,20200.00,2024-06-24,561391.48,TELEPHONE SERVICES,,,S,H4CO05147,CRANK,JEFF,,,,H,05,CO,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-376,,,ORG,COEFFICIENT,,,,,,5100 MAIN STREET,,KANSAS CITY,MO,64112,R2024,RUNOFF-2024,2024-06-24,2107.82,2024-06-24,370585.07,TEXT MESSAGE SERVICES,,,S,H4SC01313,BIGGS,SHERI,,,,H,03,SC,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-378,,,ORG,COEFFICIENT,,,,,,5100 MAIN STREET,,KANSAS CITY,MO,64112,R2024,RUNOFF-2024,2024-06-24,4840.76,2024-06-24,370585.07,TELEPHONE SERVICES,,,S,H4SC01313,BIGGS,SHERI,,,,H,03,SC,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-379,,,ORG,COEFFICIENT,,,,,,5100 MAIN STREET,,KANSAS CITY,MO,64112,R2024,RUNOFF-2024,2024-06-24,3227.18,2024-06-24,370585.07,TELEPHONE SERVICES,,,O,H2SC04147,BURNS,MARK,,,,H,03,SC,HASTIE,CHRISSIE,,,,2024-07-19,
