form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00564260,XB115EB3260,EB3260,SB21B,ORG,Rennick's Restaurant,,,,,,2435 S 47th Street,,Phoenix,AZ,85034,,,2024-11-25,15.48,,Travel meal,002,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
SB21B,C00564260,XB119EB3260,EB3260,SB21B,ORG,Rimrock Bar & Grille,,,,,,2435 S 47th Street,,Phoenix,AZ,85034,,,2024-11-25,40.75,,Travel meal,002,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
SB21B,C00564260,XB102EB3260,EB3260,SB21B,ORG,Starbucks,,,,,,2401 Utah Avenue South,,Seattle,WA,98134,,,2024-11-25,18.10,,Travel Meal,002,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
SB21B,C00564260,XB91EB3260,EB3260,SB21B,ORG,Travelscape LLC,,,,,,1111 Expedia Group Way W.,,Seattle,WA,98119,,,2024-11-25,179.95,,Travel Services,002,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
SB21B,C00564260,XB92EB3260,EB3260,SB21B,ORG,Travelscape LLC,,,,,,1111 Expedia Group Way W.,,Seattle,WA,98119,,,2024-11-25,170.95,,Travel Services,002,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
SB21B,C00564260,XB104EB3260,EB3260,SB21B,ORG,United Airlines,,,,,,233 S. Wacker Drive,,Chicago,IL,60606,,,2024-11-25,8.00,,WiFi,002,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
SB21B,C00564260,XB105EB3260,EB3260,SB21B,ORG,United Airlines,,,,,,233 S. Wacker Drive,,Chicago,IL,60606,,,2024-11-25,8.00,,WiFi,002,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
SB21B,C00564260,XB97EB3260,EB3260,SB21B,ORG,Via Delasantos,,,,,,9120 N Central Ave.,,Phoenix,AZ,85020,,,2024-11-25,44.15,,Travel Meal,002,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
SB21B,C00564260,EB3249,,,ORG,Kieloch Consulting,,,,,,228 2nd Street SE,,Washington,DC,20003,,,2024-11-01,500.00,,Fundraising Services,003,,,,,,,,,,,,,,,,,,,
SB21B,C00564260,EB3250,,,ORG,"NGP VAN, Inc.",,,,,,"655 15th Street NW, Suite 650",,Washington,DC,20005,,,2024-11-01,318.00,,Fundraising Tools,003,,,,,,,,,,,,,,,,,,,
SB21B,C00564260,EB3257,,,ORG,"NGP VAN, Inc.",,,,,,"655 15th Street NW, Suite 650",,Washington,DC,20005,,,2024-11-04,34.79,,Credit Card Fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00564260,EB3245,,,ORG,S.E. Owens & Company,,,,,,"312 Clay Street, Suite 300",,Oakland,CA,94607,,,2024-10-26,1900.00,,Accounting & Compliance Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00564260,EB3252,,,ORG,S.E. Owens & Company,,,,,,"312 Clay Street, Suite 300",,Oakland,CA,94607,,,2024-11-25,1768.00,,Accounting & Compliance Services,001,,,,,,,,,,,,,,,,,,,
