form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00844613,SE.4592,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-05-29,31.93,2024-05-29,1082383.65,Radio ad costs (from advance line 21),,C00844613,O,H4SC01339,TEMPLETON,CATHERINE,,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4582,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-05-30,18.95,2024-05-30,276756.44,Phone/Text messaging (from advance line 21),,C00844613,S,H4ND00053,BECKER,RICK,,,,H,00,ND,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4599,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-05-30,39.84,2024-05-30,1082423.49,Phone/Text messaging (from advance line 21),,C00844613,O,H4SC01339,TEMPLETON,CATHERINE,,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4600,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-05-30,39.84,2024-05-30,1082463.33,Phone/Text messaging (from advance line 21),,C00844613,S,H0SC01394,MACE,NANCY,p,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4608,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-06-05,281.22,2024-06-05,1480369.78,TV ad production (from advance line 21),,C00844613,O,H4SC01339,TEMPLETON,CATHERINE,,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4613,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-06-06,39.84,2024-06-06,1502490.58,Phone/Text messaging (from advance line 21),,C00844613,O,H4SC01339,TEMPLETON,CATHERINE,,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4614,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-06-06,39.84,2024-06-06,1502530.42,Phone/Text messaging (from advance line 21),,C00844613,S,H0SC01394,MACE,NANCY,p,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4624,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-06-07,39.84,2024-06-07,1502570.26,Phone/Text Messaging (from advance line 21),,C00844613,O,H4SC01339,TEMPLETON,CATHERINE,,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4625,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-06-07,39.84,2024-06-07,1502610.10,Phone/Text Messaging (from advance line 21),,C00844613,S,H0SC01394,MACE,NANCY,p,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4629,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-06-07,251.38,2024-06-07,62976.57,TV advertising (from advance line 21),,C00844613,O,S4TX00722,ALLRED,COLIN,,,,S,00,TX,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4631,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-06-07,98.64,2024-06-07,63974.96,Digital advertising (from advance line 21),,C00844613,O,S4TX00722,ALLRED,COLIN,,,,S,00,TX,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4626,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-06-08,79.68,2024-06-08,1502689.78,Phone/Text Messaging (from advance line 21),,C00844613,O,H4SC01339,TEMPLETON,CATHERINE,,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4664,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,R2024,Runoff,2024-06-15,100.12,2024-06-15,23642.59,Phone/Text messaging (from advance line 21),,C00844613,O,H4GA03068,DUGAN,MICHAEL,,,,H,03,GA,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4669,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,R2024,Runoff,2024-06-18,84.76,2024-06-18,23727.35,Phone/Text messaging (from advance line 21),,C00844613,O,H4GA03068,DUGAN,MICHAEL,,,,H,03,GA,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4595,,,ORG,Engagement Strategies,,,,,,"350 MONON BLVD, #459",,Carmel,IN,46032,P2024,,2024-05-30,3680.16,2024-05-24,680542.32,Phone/Text messaging,,C00844613,O,H4SC01339,TEMPLETON,CATHERINE,,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4596,,,ORG,Engagement Strategies,,,,,,"350 MONON BLVD, #459",,Carmel,IN,46032,P2024,,2024-05-30,3680.16,2024-05-24,684222.48,Phone/Text messaging,,C00844613,S,H0SC01394,MACE,NANCY,p,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4610,,,ORG,Engagement Strategies,,,,,,"350 MONON BLVD, #459",,Carmel,IN,46032,P2024,,2024-06-06,3680.16,2024-06-05,1484049.94,Phone/Text messaging,,C00844613,O,H4SC01339,TEMPLETON,CATHERINE,,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4611,,,ORG,Engagement Strategies,,,,,,"350 MONON BLVD, #459",,Carmel,IN,46032,P2024,,2024-06-06,3680.16,2024-06-05,1487730.10,Phone/Text messaging,,C00844613,S,H0SC01394,MACE,NANCY,p,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4621,,,ORG,Engagement Strategies,,,,,,"350 MONON BLVD, #459",,Carmel,IN,46032,P2024,,2024-06-07,3680.16,2024-06-05,1491410.26,Phone/Text Messaging,,C00844613,O,H4SC01339,TEMPLETON,CATHERINE,,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4622,,,ORG,Engagement Strategies,,,,,,"350 MONON BLVD, #459",,Carmel,IN,46032,P2024,,2024-06-07,3680.16,2024-06-05,1495090.42,Phone/Text Messaging,,C00844613,S,H0SC01394,MACE,NANCY,p,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4623,,,ORG,Engagement Strategies,,,,,,"350 MONON BLVD, #459",,Carmel,IN,46032,P2024,,2024-06-08,7360.32,2024-06-05,1502450.74,Phone/Text Messaging,,C00844613,O,H4SC01339,TEMPLETON,CATHERINE,,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4584,,,ORG,Medium Buying LLC,,,,,,1100 Dennison Ave.,Unit B,Columbus,OH,43201,P2024,,2024-05-29,380076.81,2024-05-28,1064499.29,TV ad placement,,C00844613,O,H4SC01339,TEMPLETON,CATHERINE,,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4589,,,ORG,Medium Buying LLC,,,,,,1100 Dennison Ave.,Unit B,Columbus,OH,43201,P2024,,2024-05-29,3784.21,2024-05-28,1078203.50,Radio ad placement,,C00844613,S,H0SC01394,MACE,NANCY,p,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4590,,,ORG,Medium Buying LLC,,,,,,1100 Dennison Ave.,Unit B,Columbus,OH,43201,P2024,,2024-05-29,3784.21,2024-05-28,1081987.71,Radio ad placement,,C00844613,O,H4SC01339,TEMPLETON,CATHERINE,,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4604,,,ORG,Medium Buying LLC,,,,,,1100 Dennison Ave.,Unit B,Columbus,OH,43201,P2024,,2024-06-05,3784.21,2024-06-03,1086247.54,Radio ad placement,,C00844613,S,H0SC01394,MACE,NANCY,p,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4605,,,ORG,Medium Buying LLC,,,,,,1100 Dennison Ave.,Unit B,Columbus,OH,43201,P2024,,2024-06-05,3784.21,2024-06-03,1090031.75,Radio ad placement,,C00844613,O,H4SC01339,TEMPLETON,CATHERINE,,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4606,,,ORG,Medium Buying LLC,,,,,,1100 Dennison Ave.,Unit B,Columbus,OH,43201,P2024,,2024-06-05,380251.81,2024-06-03,1470283.56,TV ad placement,,C00844613,O,H4SC01339,TEMPLETON,CATHERINE,,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4586,,,ORG,Prime Media Partners,,,,,,4201 Wilson Blvd.,#110-126,Arlington,VA,22203,P2024,,2024-05-29,9920.00,2024-05-28,1074419.29,TV ad production,,C00844613,O,H4SC01339,TEMPLETON,CATHERINE,,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4607,,,ORG,Prime Media Partners,,,,,,4201 Wilson Blvd.,#110-126,Arlington,VA,22203,P2024,,2024-06-05,9805.00,2024-06-03,1480088.56,TV ad production,,C00844613,O,H4SC01339,TEMPLETON,CATHERINE,,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4628,,,ORG,Prime Media Partners,,,,,,4201 Wilson Blvd.,#110-126,Arlington,VA,22203,G2024,,2024-06-07,31040.00,2024-06-06,62725.19,TV advertising,,C00844613,O,S4TX00722,ALLRED,COLIN,,,,S,00,TX,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4666,,,ORG,Prime Media Partners,,,,,,4201 Wilson Blvd.,#110-126,Arlington,VA,22203,R2024,Runoff,2024-06-15,9688.00,2024-06-14,16581.90,Phone/Text messaging,,C00844613,O,H4GA03068,DUGAN,MICHAEL,,,,H,03,GA,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4597,,,ORG,WPA Intelligence,,,,,,"1900 E 15th St., Ste. 600A",,Edmond,OK,73013,P2024,,2024-05-30,100.00,2024-05-24,684322.48,Phone/Text messaging,,C00844613,O,H4SC01339,TEMPLETON,CATHERINE,,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4598,,,ORG,WPA Intelligence,,,,,,"1900 E 15th St., Ste. 600A",,Edmond,OK,73013,P2024,,2024-05-30,100.00,2024-05-24,684422.48,Phone/Text messaging,,C00844613,S,H0SC01394,MACE,NANCY,p,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4667,,,ORG,WPA Intelligence,,,,,,"1900 E 15th St., Ste. 600A",,Edmond,OK,73013,R2024,Runoff,2024-06-15,66.67,2024-06-14,16648.57,Phone/Text messaging,,C00844613,O,H4GA03068,DUGAN,MICHAEL,,,,H,03,GA,Rozansky,Adam,,,,2025-01-31,
