form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00770941,SB21B.1024757,,,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,,2024-10-14,85.37,,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED
SB21B,C00770941,SB21B.1027220,,,ORG,"FORWARD STRATEGIES, INC.",,,,,,7222 ANHINGA FARMS ROAD,,TALLAHASSEE,FL,32309,,,2024-10-09,41666.66,,FUNDRAISING CONSULTING
SB21B,C00770941,SB21B.1026475,,,ORG,FRONTLINE STRATEGIES LLC,,,,,,4 HOLLY LN,,MOHNTON,PA,19540,,,2024-10-04,14.74,,FUNDRAISING FEES
SB21B,C00770941,SB21B.1024814,,,ORG,HEARTLAND,,,,,,ONE HEARTLAND WAY,,JEFFERSONVILLE,IN,47130,,,2024-10-01,1101.66,,MERCHANT FEES
SB21B,C00770941,SB21B.1025179,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-10-09,17409.88,,DIGITAL CONSULTING
SB21B,C00770941,SB21B.1024829,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-10-01,38.61,,FUNDRAISING FEES
SB21B,C00770941,SB21B.1025530,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-10-02,237.49,,FUNDRAISING FEES
SB21B,C00770941,SB21B.1026180,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-10-03,83.16,,FUNDRAISING FEES
SB21B,C00770941,SB21B.1026476,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-10-04,72.41,,FUNDRAISING FEES
SB21B,C00770941,SB21B.1027320,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-10-07,28.36,,FUNDRAISING FEES
SB21B,C00770941,SB21B.1027610,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-10-08,43.55,,FUNDRAISING FEES
SB21B,C00770941,SB21B.1028502,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-10-09,124.46,,FUNDRAISING FEES
SB21B,C00770941,SB21B.1029102,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-10-15,102.32,,FUNDRAISING FEES
SB21B,C00770941,SB21B.1025528,,,ORG,POPACTA,,,,,,10 FAIRWAY DR,SUITE 180V,DEERFIELD BEACH,FL,33441,,,2024-10-02,72.87,,FUNDRAISING FEES
SB21B,C00770941,SB21B.1023522,,,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT ST,STE 401,BEVERLY,MA,01915,,,2024-10-09,49.90,,REIMBURSEMENT FOR LEGAL EXPENSES
SB21B,C00770941,SB21B.1024783,,,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT ST,STE 401,BEVERLY,MA,01915,,,2024-10-09,86197.80,,DATA PROCESSING SERVICES
SB21B,C00770941,SB21B.1024846,,,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT ST,STE 401,BEVERLY,MA,01915,,,2024-10-09,75000.00,,COMPLIANCE CONSULTING
SB21B,C00770941,SB21B.1024828,,,ORG,REPUBLICAN JEWISH COALITION,,,,,,50 F ST NW #100,,WASHINGTON,DC,20001,,,2024-10-01,10.50,,FUNDRAISING FEES
SB21B,C00770941,SB21B.1025527,,,ORG,REPUBLICAN JEWISH COALITION,,,,,,50 F ST NW #100,,WASHINGTON,DC,20001,,,2024-10-02,57.90,,FUNDRAISING FEES
SB21B,C00770941,SB21B.1026178,,,ORG,REPUBLICAN JEWISH COALITION,,,,,,50 F ST NW #100,,WASHINGTON,DC,20001,,,2024-10-03,35.10,,FUNDRAISING FEES
SB21B,C00770941,SB21B.1026474,,,ORG,REPUBLICAN JEWISH COALITION,,,,,,50 F ST NW #100,,WASHINGTON,DC,20001,,,2024-10-04,7.50,,FUNDRAISING FEES
SB21B,C00770941,SB21B.1027609,,,ORG,REPUBLICAN JEWISH COALITION,,,,,,50 F ST NW #100,,WASHINGTON,DC,20001,,,2024-10-08,7.50,,FUNDRAISING FEES
SB21B,C00770941,SB21B.1028499,,,ORG,REPUBLICAN JEWISH COALITION,,,,,,50 F ST NW #100,,WASHINGTON,DC,20001,,,2024-10-09,45.75,,FUNDRAISING FEES
SB21B,C00770941,SB21B.1029100,,,ORG,REPUBLICAN JEWISH COALITION,,,,,,50 F ST NW #100,,WASHINGTON,DC,20001,,,2024-10-15,99.25,,FUNDRAISING FEES
SB21B,C00770941,SB21B.1029101,,,ORG,"ROC MEDIA, LLC",,,,,,1309 COFFEEN AVE SUITE 1200,,SHERIDAN,WY,82801,,,2024-10-15,70.00,,FUNDRAISING FEES
SB21B,C00770941,SB21B.1024826,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-10-01,2786.64,,MERCHANT FEES
SB21B,C00770941,SB21B.1024827,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-10-01,35.00,,MERCHANDISE FEES
SB21B,C00770941,SB21B.1025525,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-10-02,13169.79,,MERCHANT FEES
SB21B,C00770941,SB21B.1025526,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-10-02,50.00,,MERCHANDISE FEES
SB21B,C00770941,SB21B.1026176,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-10-03,4317.94,,MERCHANT FEES
SB21B,C00770941,SB21B.1026177,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-10-03,21.00,,MERCHANDISE FEES
SB21B,C00770941,SB21B.1026473,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-10-04,2892.98,,MERCHANT FEES
SB21B,C00770941,SB21B.1027318,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-10-07,4672.71,,MERCHANT FEES
SB21B,C00770941,SB21B.1027607,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-10-08,3041.00,,MERCHANT FEES
SB21B,C00770941,SB21B.1027608,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-10-08,10.75,,MERCHANDISE FEES
SB21B,C00770941,SB21B.1028497,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-10-09,8233.28,,MERCHANT FEES
SB21B,C00770941,SB21B.1028498,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-10-09,21.00,,MERCHANDISE FEES
SB21B,C00770941,SB21B.1029098,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-10-15,7577.99,,MERCHANT FEES
SB21B,C00770941,SB21B.1029099,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-10-15,10.75,,MERCHANDISE FEES
