form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00854893,SE.4300,,,ORG,Nebraska Press Advertising Service,,,,,,845 'S' St.,,Lincoln,NE,68508,G2024,,2024-10-16,5464.48,2024-10-08,471878.50,Print Advertising,,C00854893,O,S2NE00094,FISCHER,DEBRA S.,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4311,,,ORG,Nebraska Rural Radio Assn KUVR,,,,,,P. O. Box 880,,Lexington,NE,68850,G2024,,2024-10-14,1560.00,2024-10-08,477948.50,Radio Advertising,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4317,,,ORG,NRG Media,,,,,,2223 Central Avenue,,Kearney,NE,68847,G2024,,2024-10-14,1870.00,2024-10-08,481206.50,Radio Advertising,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4333,,,ORG,"Papricka Studios, Inc.",,,,,,22121 Lanark St.,,Canoga Park,CA,91304,G2024,,2024-10-10,1000.00,2024-10-01,421007.72,Ad Production,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4315,,,ORG,Riverfront Broadcasting,,,,,,1019 Broadway Avenue,,Yankton,SD,57078,G2024,,2024-10-14,810.00,2024-10-08,479336.50,Radio Advertising,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4217,,,ORG,The Adriel Hampton Group LTD,,,,,,3916 Stoneridge Rd,,Carlsbad,CA,92010,G2024,,2024-10-01,31797.50,2024-10-02,452805.22,Digital Advertising,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4303,,,ORG,The Adriel Hampton Group LTD,,,,,,3916 Stoneridge Rd,,Carlsbad,CA,92010,G2024,,2024-10-10,150000.00,2024-10-10,653216.57,Digital Advertising,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4297,,,ORG,The Adriel Hampton Group LTD,,,,,,3916 Stoneridge Rd,,Carlsbad,CA,92010,G2024,,2024-10-10,15000.00,2024-10-11,872416.57,Digital Advertising,,C00854893,O,S2NE00094,FISCHER,DEBRA S.,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4307,,,ORG,The Adriel Hampton Group LTD,,,,,,3916 Stoneridge Rd,,Carlsbad,CA,92010,G2024,,2024-10-10,11589.88,2024-10-11,889006.45,Advertising Production,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4310,,,ORG,The Adriel Hampton Group LTD,,,,,,3916 Stoneridge Rd,,Carlsbad,CA,92010,G2024,,2024-10-10,15000.00,2024-10-11,904006.45,Digital Advertising,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4313,,,ORG,WJAG Radio,,,,,,P.O. Box 789,,Norfolk,NE,68701,G2024,,2024-10-14,578.00,2024-10-08,478526.50,Radio Advertising,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
