form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00110577,SB23.18620,,,CCM,HOUCHIN FOR CONGRESS,,,,,,P.O. Box 234,,Salen,IN,47167,G2024,,2024-07-15,1000.00,,political contribution,011,,HOUCHIN FOR CONGRESS,,HOUCHIN,ERIN,,,,,,,,,,,,,,
SB23,C00110577,SB23.18621,,,CCM,HOUCHIN FOR CONGRESS,,,,,,P.O. Box 234,,Salen,IN,47167,G2024,,2024-09-10,1500.00,,political contribution,011,,HOUCHIN FOR CONGRESS,,HOUCHIN,ERIN,,,,,,,,,,,,,,
SB23,C00110577,SB23.18608,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,G2024,,2024-09-13,2000.00,,political contribution,011,C00541862,JASON SMITH FOR CONGRESS,H4MO08162,SMITH,JASON,,,,,,,,,,,,,,
SB23,C00110577,SB23.18602,,,CCM,KUSTOFF FOR CONGRESS,,,,,,PO BOX 58823,,NASHVILLE,TN,37205,G2024,,2024-07-31,1500.00,,political contribution,011,,"KUSTOFF, DAVID",,,,,,,H,TN,08,,,,,,,,
SB23,C00110577,SB23.18588,,,PAC,MAGGIE FOR NH,,,,,,PO BOX 298,,CONCORD,NH,03302,P2028,,2024-07-15,2500.00,,political contribution,011,,,S6NH00091,HASSAN,MARGARET WOOD,,,,S,NH,00,,,,,,,,
SB23,C00110577,SB23.18616,,,CCM,MOORE FOR CONGRESS,,,,,,PO BOX 16646,,MILWAUKEE,WI,53216,G2024,,2024-09-20,2500.00,,political contribution,011,C00331066,MOORE FOR CONGRESS,H4WI04183,MOORE,GWENDOLYNNE,,,,H,WI,04,,,,,,,,
SB23,C00110577,SB23.18641,,,CCM,PETE RICKETTS FOR SENATE,,,,,,11235 DAVENPORT ST STE107,,OMAHA,NE,68154,G2024,,2024-09-10,2500.00,,POLITICAL CONTRIBUTION,011,,PETE RICKETTS FOR SENATE,,RICKETTS,PETE,,,,,,,,,,,,,,
SB23,C00110577,SB23.18607,,,CCM,RICHARD E NEAL FOR CONGRESS COMMITTEE,,,,,,76 MAGNOLIA TERRACE,,SPRINGFIELD,MA,01108,G2024,,2024-09-13,2500.00,,political contribution,011,C00226522,RICHARD E NEAL FOR CONGRESS COMMITTEE,H8MA02041,NEAL,RICHARD E MR.,,,,H,MA,02,,,,,,,,
SB23,C00110577,SB23.18630,,,CCM,ROUNDS FOR SENATE,,,,,,PO BOX 250,,PIERRE,SD,57501,G2026,,2024-07-15,2500.00,,POLITICAL CONTRIBUTION,011,,ROUNDS FOR SENATE,,ROUNDS,MIKE,,,,,,,,,,,,,,
SB23,C00110577,SB23.18609,,,PAC,SCANLON FOR CONGRESS,,,,,,PO BOX 263,,SWARTHMORE,PA,19081,G2024,,2024-09-13,2500.00,,political contribution,011,,,H8PA07200,SCANLON,MARY GAY,,,,H,PA,05,,,,,,,,
SB23,C00110577,SB23.18625,,,CCM,STAND WITH SANCHEZ,,,,,,PO BOX 4006,,WHITTIER,CA,90607,G2024,,2024-07-15,2500.00,,poltical contribtion,011,,STAND WITH SANCHEZ,H2CA39078,SANCHEZ,LINDA,,,,H,CA,38,,,,,,,,
SB23,C00110577,SB23.18649,,,CCM,TEXANS FOR JODEY ARRINGTON,,,,,,PO BOX 6687,,LUBBOCK,TX,79493,G2024,,2024-09-13,2500.00,,POLITICAL CONTRIBUTION,011,,TEXANS FOR JODEY ARRINGTON,,ARRINGTON,JODEY,,,,,,,,,,,,,,
SB23,C00110577,SB23.18645,,,CCM,YAKYM FOR CONGRESS,,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,G2024,,2024-09-13,2500.00,,POLITICAL CONTRIBUTION,011,,YAKYM FOR CONGRESS,,YAKYM,RUDY,,,,,,,,,,,,,,
