form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00741041,SB21B.6938,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,,,2024-04-11,1300.00,,List Acquisition,,,,,,,,,,,,,,,,,,,,
SB21B,C00741041,SB21B.6958,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,,,2024-04-24,1496.06,,Staff Time,,,,,,,,,,,,,,,,,,,,
SB21B,C00741041,SB21B.6971,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,G2024,,2024-04-24,1123.30,,In-Kind: Staff Time,,,,H2PA18200,Lee,Summer,,,,H,PA,12,,,,,,,X,
SB21B,C00741041,SB21B.6976,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,P2024,,2024-04-24,20.19,,In-Kind: Staff Time,,,,H0NY16143,Bowman,Jamaal,,,,H,NY,16,,,,,,,X,
SB21B,C00741041,SB21B.6982,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,P2024,,2024-04-24,93.36,,In-Kind: Staff Time,,,,H8MO01143,Bush,Cori,,,,H,MO,01,,,,,,,X,
SB21B,C00741041,SB21B.6959,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,,,2024-05-06,52.71,,Staff Time,,,,,,,,,,,,,,,,,,,,
SB21B,C00741041,SB21B.6978,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,P2024,,2024-05-06,710.31,,In-Kind: Staff Time,,,,H0NY16143,Bowman,Jamaal,,,,H,NY,16,,,,,,,X,
SB21B,C00741041,SB21B.7271,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,P2024,,2024-05-06,10.09,,In-Kind: Staff Time,,,,H8MI13250,Tlaib,Rashida,,,,H,MI,12,,,,,,,X,
SB21B,C00741041,SB21B.7275,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,P2024,,2024-05-06,10.09,,In-Kind: Staff Time,,,,H8MN05239,Omar,Ilhan,,,,H,MN,05,,,,,,,X,
SB21B,C00741041,SB21B.7269,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,P2024,,2024-05-23,664.93,,In-Kind: Staff Time,,,,H0NY16143,Bowman,Jamaal,,,,H,NY,16,,,,,,,X,
SB21B,C00741041,SB21B.7273,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,P2024,,2024-05-23,10.09,,In-Kind: Staff Time,,,,H8MI13250,Tlaib,Rashida,,,,H,MI,12,,,,,,,X,
SB21B,C00741041,SB21B.7277,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,P2024,,2024-05-23,10.09,,In-Kind: Staff Time,,,,H8MN05239,Omar,Ilhan,,,,H,MN,05,,,,,,,X,
SB21B,C00741041,SB21B.7280,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,P2024,,2024-05-23,32.29,,In-Kind: Staff Time,,,,H8MO01143,Bush,Cori,,,,H,MO,01,,,,,,,X,
SB21B,C00741041,SB21B.7286,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,,,2024-05-23,279.64,,Staff Time,,,,,,,,,,,,,,,,,,,,
SB21B,C00741041,SB21B.7282,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,P2024,,2024-06-04,170.46,,In-Kind: Staff Time,,,,H8MO01143,Bush,Cori,,,,H,MO,01,,,,,,,X,
SB21B,C00741041,SB21B.7284,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,P2024,,2024-06-04,909.28,,In-Kind: Staff Time,,,,H0NY16143,Bowman,Jamaal,,,,H,NY,16,,,,,,,X,
SB21B,C00741041,SB21B.7287,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,,,2024-06-04,22.36,,Staff Time,,,,,,,,,,,,,,,,,,,,
