form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00868976,500532634,,,CCM,FRIENDS OF JANELLE STELSON,,,,,,PO Box 41,,Lemoyne,PA,170430041,G2024,,2024-10-18,2500.00,0.00,Contribution,,C00852368,,,STELSON,JANELLE,,,,,,,,,,,,,,
SB23,C00868976,500532635,,,CCM,GABE VASQUEZ FOR CONGRESS,,,,,,PO Box L,,Mesilla,NM,880464612,G2024,,2024-10-18,2500.00,0.00,Contribution,,C00789404,,,VASQUEZ,GABRIEL,,,,,,,,,,,,,,
SB23,C00868976,500532636,,,CCM,GEORGE WHITESIDES FOR CONGRESS,,,,,,PO Box 221776,,Newhall,CA,913221776,G2024,,2024-10-18,2500.00,0.00,Contribution,,C00834028,,,WHITESIDES,GEORGE,,,,,,,,,,,,,,
SB23,C00868976,500532637,,,PAC,HAYES VICTORY FUND,,,,,,PO Box 65322,,Washington,DC,200355322,G2024,,2024-10-18,5000.00,0.00,Contribution,,C00873331,HAYES VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00868976,500532638,,,PAC,HEROES FOR DEMOCRACY,,,,,,52 Duane St,Fl 7,New York,NY,100071227,G2024,,2024-10-23,750.00,0.00,Contribution,,C00843656,HEROES FOR DEMOCRACY,,,,,,,,,,,,,,,,,
SB23,C00868976,500532627,,,CCM,HERTEL FOR MICHIGAN,,,,,,PO Box 16037,,Lansing,MI,489016037,G2024,,2024-10-18,2500.00,0.00,Contribution,,C00844480,,,HERTEL,CURTIS,JR.,,,,,,,,,,,,,
SB23,C00868976,500532639,,,CCM,JANE GEORGE TN COMMITTEE TO ELECT,,,,,,PO Box 14650,,Knoxville,TN,379142650,G2024,,2024-10-21,2500.00,0.00,Contribution,,C00855916,,,GEORGE,JANE,ANNE,,,,,,,,,,,,,
SB23,C00868976,500532641,,,CCM,JOE SALERNO FOR CONGRESS INC.,,,,,,PO Box 702,,North Cape May,NJ,082040702,G2024,,2024-10-18,2500.00,0.00,Contribution,,C00843441,,,SALERNO,JOE,,,,,,,,,,,,,,
SB23,C00868976,500532642,,,CCM,JOSH RILEY FOR CONGRESS,,,,,,1220 L St NW,Ste 100,Washington,DC,200054033,G2024,,2024-10-18,2500.00,0.00,Contribution,,C00793760,,,RILEY,JOSH,,,,,,,,,,,,,,
SB23,C00868976,500532643,,,CCM,MARY PELTOLA FOR ALASKA,,,,,,810 N St,Ste 301,Anchorage,AK,995013271,G2024,,2024-10-18,2500.00,0.00,Contribution,,C00812388,,,PELTOLA,MARY,,,,,,,,,,,,,,
SB23,C00868976,500532644,,,CCM,MISSY FOR CONGRESS,,,,,,PO Box 55418,,Virginia Beach,VA,234719418,G2024,,2024-10-18,2500.00,0.00,Contribution,,C00849836,,,COTTER SMASAL,MISSY,,,,,,,,,,,,,,
SB23,C00868976,500532645,,,CCM,MONICA TRANEL FOR MONTANA,,,,,,PO Box 9384,,Missoula,MT,598079384,G2024,,2024-10-21,5000.00,0.00,Contribution,,C00845008,,,,,,,,,,,,,,,,,,
SB23,C00868976,500532633,,,CCM,MRVAN FOR CONGRESS,,,,,,PO Box 55,,Crown Point,IN,463080055,G2024,,2024-10-18,2500.00,0.00,Contribution,,C00727529,,,MRVAN,FRANK,J.,,,,,,,,,,,,,
SB23,C00868976,500532647,,,PAC,NEWDEM FIGURES VARGAS STELSON VICTORY FUND,,,,,,PO Box 65322,,Washington,DC,200355322,G2024,,2024-10-18,7500.00,0.00,Contribution,,C00889238,NEWDEM FIGURES VARGAS STELSON VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00868976,500532648,,,CCM,"NIKEMA FOR CONGRESS, INC",,,,,,PO Box 311913,,Atlanta,GA,311311913,G2024,,2024-10-22,2500.00,0.00,Contribution,,C00752584,,,WILLIAMS,NIKEMA,N.,,,,,,,,,,,,,
SB23,C00868976,500532646,,,PTY,NORTH CAROLINA DEMOCRATIC PARTY - FEDERAL,,,,,,PO Box 1926,,Raleigh,NC,276021926,G2024,,2024-11-01,20000.00,0.00,Contribution,,C00165688,NORTH CAROLINA DEMOCRATIC PARTY - FEDERAL,,,,,,,,,,,,,,,,,
SB23,C00868976,500532649,,,CCM,SHAWN FOR GEORGIA,,,,,,PO Box 1688,,Cedartown,GA,301251688,G2024,,2024-10-23,2500.00,0.00,Contribution,,C00847483,,,HARRIS,SHAWN,,,,,,,,,,,,,,
SB23,C00868976,500532650,,,PAC,VORTEX PAC,,,,,,PO Box 1141,,Springdale,AR,727651141,G2024,,2024-10-18,5000.00,0.00,Contribution,,C00832683,VORTEX PAC,,,,,,,,,,,,,,,,,
SB23,C00868976,500532651,,,CCM,WHITNEY FOX FOR CONGRESS,,,,,,PO Box 49344,,Saint Petersburg,FL,337439344,G2024,,2024-10-23,2500.00,0.00,Contribution,,C00854307,,,FOX,WHITNEY,,,,,,,,,,,,,,
