form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00632133,500290477,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-10,838.04,0.00,Credit Card Processing Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290480,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-10,2.78,0.00,Credit Card Processing Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290481,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-10,100.49,0.00,Credit Card Processing Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290482,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-10,0.99,0.00,Credit Card Processing Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290495,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-17,3.70,0.00,Credit Card Processing Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290497,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-17,1093.66,0.00,Credit Card Processing Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290498,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-17,33.35,0.00,Credit Card Processing Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290499,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-17,121.48,0.00,Credit Card Processing Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290510,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-24,258.15,0.00,Credit Card Processing Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290511,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-24,9.48,0.00,Credit Card Processing Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290513,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-24,64.20,0.00,Credit Card Processing Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290514,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-24,302.90,0.00,Credit Card Processing Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290515,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-24,3.25,0.00,Credit Card Processing Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290808,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-09-26,255.00,0.00,Bank Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290811,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-09-26,100.53,0.00,Bank Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290631,,,ORG,American Express,,,,,,PO Box 6504488,,Dallas,TX,75265,,,2024-09-05,1381.95,0.00,Credit Card Payment - See Below - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290794,500290631,SB29,ORG,Airtable,,,,,,155 5Th St,,San Francisco,CA,941032919,,,2024-09-05,152.64,0.00,Computer Software - Non-Contribution Account,,,,,,,,,,,,,,,,,,,X,*
SB29,C00632133,500290795,500290631,SB29,ORG,Airtable,,,,,,155 5Th St,,San Francisco,CA,941032919,,,2024-09-05,50.88,0.00,Computer Software - Non-Contribution Account,,,,,,,,,,,,,,,,,,,X,*
SB29,C00632133,500290796,500290631,SB29,ORG,American Airlines,,,,,,4333 Amon Carter Blvd,,Fort Worth,TX,761552605,,,2024-09-05,566.95,0.00,Airfare - Non-Contribution Account,,,,,,,,,,,,,,,,,,,X,*
SB29,C00632133,500290797,500290631,SB29,ORG,Calendly,,,,,,1315 Peachtree St NE,,Atlanta,GA,303097515,,,2024-09-05,170.92,0.00,Computer Software - Non-Contribution Account,,,,,,,,,,,,,,,,,,,X,*
SB29,C00632133,500290798,500290631,SB29,ORG,Calendly,,,,,,1315 Peachtree St NE,,Atlanta,GA,303097515,,,2024-09-05,2.22,0.00,Computer Software - Non-Contribution Account,,,,,,,,,,,,,,,,,,,X,*
SB29,C00632133,500290799,500290631,SB29,ORG,Calendly,,,,,,1315 Peachtree St NE,,Atlanta,GA,303097515,,,2024-09-05,2.38,0.00,Computer Software - Non-Contribution Account,,,,,,,,,,,,,,,,,,,X,*
SB29,C00632133,500290800,500290631,SB29,ORG,Expensify.Com,,,,,,88 Kearny St,,San Francisco,CA,941085530,,,2024-09-05,76.32,0.00,Computer Software - Non-Contribution Account,,,,,,,,,,,,,,,,,,,X,*
SB29,C00632133,500290801,500290631,SB29,ORG,"Google, Inc.",,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-09-05,122.11,0.00,Email Services - Non-Contribution Account,,,,,,,,,,,,,,,,,,,X,*
SB29,C00632133,500290802,500290631,SB29,ORG,Shopify,,,,,,33 New Montgomery St,Ste 750,San Francisco,CA,941054537,,,2024-09-05,142.37,0.00,Credit Card Processing Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,X,*
SB29,C00632133,500290803,500290631,SB29,ORG,The Washington Post,,,,,,1301 K St NW,,Washington,DC,200710004,,,2024-09-05,0.99,0.00,Subscription - Non-Contribution Account,,,,,,,,,,,,,,,,,,,X,*
SB29,C00632133,500290804,500290631,SB29,ORG,United States Postal Service,,,,,,8409 Lee Hwy,,Merrifield,VA,221168200,,,2024-09-05,19.70,0.00,Shipping & Printing - Non-Contribution Account,,,,,,,,,,,,,,,,,,,X,*
SB29,C00632133,500290805,500290631,SB29,ORG,Urbanstems,,,,,,1615 L St NW,Ste 1230,Washington,DC,200365674,,,2024-09-05,74.47,0.00,Flowers - Non-Contribution Account,,,,,,,,,,,,,,,,,,,X,*
SB29,C00632133,500290621,,,ORG,Ethix Ventures,,,,,,9 Main St,Ste 3C,Sutton,MA,015901500,,,2024-09-18,1129.07,0.00,Printing & Shipping Services - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290489,,,ORG,Friends Of Anna Payne,,,,,,346 Stratton Ct,,Langhorne,PA,190471664,G2024,,2024-09-11,5000.00,0.00,Contribution to Non-Federal Committee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,PA - Anna Payne (HD142)
SB29,C00632133,500290491,,,ORG,Friends Of Brian Munroe,,,,,,414 Brandywine Ct,,Warminster,PA,189742094,G2024,,2024-09-11,7500.00,0.00,Contribution to Non-Federal Committee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,PA - Brian Munroe (HD144)
SB29,C00632133,500290490,,,ORG,Friends Of Eleanor Breslin,,,,,,779 Cafferty Rd,,Upper Black Eddy,PA,189729517,G2024,,2024-09-11,5000.00,0.00,Contribution to Non-Federal Committee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,PA - Eleanor Breslin (HD143)
SB29,C00632133,500290487,,,ORG,Friends Of Hadley Haas,,,,,,PO Box 285,,Sewickley,PA,151430285,G2024,,2024-09-11,10000.00,0.00,Contribution to Non-Federal Committee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,PA - Hadley Haas (HD44)
SB29,C00632133,500290488,,,ORG,Friends Of Jim Haddock,,,,,,855 Suscon Rd,,Pittston Township,PA,186409537,G2024,,2024-09-11,12500.00,0.00,Contribution to Non-Federal Committee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,PA - Jim Haddock (HD118)
SB29,C00632133,500290597,,,IND,,Grace,Heather,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,,,2024-09-13,25.00,0.00,Volunteer Materials Reimbursement - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290596,500290597,SB29,ORG,Target,,,,,,1000 Nicollet Mall,,Minneapolis,MN,554032542,,,2024-09-13,25.00,0.00,Volunteer Materials Reimbursement - Non-Contribution Account,,,,,,,,,,,,,,,,,,,X,*
SB29,C00632133,500290478,,,IND,,Hallquist,Mary,,,,5236 SE Wood Ct,,Milwaukie,OR,972224574,,,2024-09-10,600.00,0.00,Refund of Donation - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290500,,,IND,,Lindquist,Ann Marie,,,,18 Preston Rd,,Lexington,MA,024203227,,,2024-09-17,333.33,0.00,Refund of Donation - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290501,,,IND,,Lindquist,Ann Marie,,,,18 Preston Rd,,Lexington,MA,024203227,,,2024-09-17,75.00,0.00,Refund of Donation - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290588,,,ORG,"Matters.Work, LLC",,,,,,12241 Lower Waitsburg Rd,,Waitsburg,WA,993619660,,,2024-09-05,1500.00,0.00,Staff Development - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290623,,,ORG,Real Space LLC,,,,,,121 Oak Rock Cir,,Folsom,CA,956302015,,,2024-09-18,150.00,0.00,Executive Coaching - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290613,,,ORG,Route 4 Progress,,,,,,530 Main St,Ste 102,Fort Lee,NJ,070244505,,,2024-09-13,500.00,0.00,Charitable Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290028,,,ORG,"Salesberry Group, LLC",,,,,,5515 S Hyde Park Blvd,Apt 1N,Chicago,IL,606371544,,,2024-09-13,68.67,0.00,Bookkeeping Services - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290806,,,ORG,Shopify,,,,,,33 New Montgomery St,Ste 750,San Francisco,CA,941054537,,,2024-09-12,1.41,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290807,,,ORG,Shopify,,,,,,33 New Montgomery St,Ste 750,San Francisco,CA,941054537,,,2024-09-26,2.48,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00632133,500290486,,,ORG,Steele For PA,,,,,,476 Old Mill Rd,,Pittsburgh,PA,152381916,G2024,,2024-09-11,7500.00,0.00,Contribution to Non-Federal Committee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,PA - Mandy Steele (HD33)
SB29,C00632133,500290628,,,ORG,The Management Action Center,,,,,,1920 L St NW,Ste 775,Washington,DC,200365068,,,2024-09-19,500.00,0.00,Staff Development - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
