form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00215285,SB23.5738,,,CCM,MCCOLLUM FOR CONGRESS,,,,,,P.O. BOX 14131,,ST. PAUL,MN,55114,P2024,,2023-05-05,2500.00,,Contribution,011,C00354688,,,,,,,,H,MN,04,,,,,,,,
SB23,C00215285,SB23.5774,,,CCM,NEVADANS FOR STEVEN HORSFORD,,,,,,PO BOX 336664,,NORTH LAS VEGAS,NV,89033,P2024,,2023-05-08,1000.00,,Donation,011,C00668228,,,,,,,,H,NV,04,,,,,,,,
SB23,C00215285,SB23.5764,,,CAN,,NICK,LALOTA,,,,PO BOX 113,,LINDENHURST,NY,11757,P2024,,2023-05-05,1000.00,,Donation,011,,,H2NY01190,,,,,,H,NY,01,,,,,,,,
SB23,C00215285,SB23.5745,,,PTY,NRCC,,,,,,320 FIRST STREET SE,.,WASHINGTON,DC,20003,,,2023-05-31,15000.00,,2023 Donation,011,C00075820,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.5747,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2023-05-31,15000.00,,2023 Donation,011,C00027466,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.5799,,,PAC,PAC FOR AMERICA,,,,,,407 W. JEFFERSON,,BOISE,ID,83702,,,2023-05-10,5000.00,,2023 Donation,011,C00772434,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.5743,,,PAC,RAZOR PAC,,,,,,PO BOX 508,,ROGERS,AR,72757,,,2023-05-05,2500.00,,2023 Donation,011,C00493361,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.5801,,,CCM,ROBERT ADERHOLT FOR CONGRESS,,,,,,P. O. BOX 1158,,HALEYVILLE,AL,35565,P2024,,2023-05-10,2500.00,,Donation,011,C00313247,,,,,,,,H,AL,04,,,,,,,,
SB23,C00215285,SB23.5819,,,CCM,ROBERT ADERHOLT FOR CONGRESS,,,,,,P. O. BOX 1158,,HALEYVILLE,AL,35565,P2024,,2023-05-25,2500.00,,Donation,011,C00313247,,,,,,,,H,AL,04,,,,,,,,
SB23,C00215285,SB23.5814,,,CCM,ROB WITTMAN FOR CONGRESS,,,,,,PO BOX 427,,ALEXANDRIA,VA,22313,P2024,,2023-05-25,1000.00,,Contribution,011,C00441014,,,,,,,,H,VA,01,,,,,,,,
SB23,C00215285,SB23.5816,,,CCM,SCOTT FRANKLIN FOR CONGRESS,,,,,,P.O. BOX 2811,,LAKELAND,FL,33806,P2024,,2023-05-25,1000.00,,Contribution,011,C00742247,,,,,,,,H,FL,18,,,,,,,,
SB23,C00215285,SB23.5803,,,CCM,SCOTT PETERS FOR CONGRESS,,,,,,PO BOX 22074,,SAN DIEGO,CA,92192,P2024,,2023-05-10,2500.00,,Donation,011,C00503110,,,,,,,,H,CA,50,,,,,,,,
SB23,C00215285,SB23.5741,,,PAC,SENATE EAGLE PAC,,,,,,PO BOX 50430,,NASHVILLE,TN,37205,,,2023-05-05,2500.00,,2023 Donation,011,C00719971,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.5817,,,PAC,SHOW-ME POLITICAL ACTION COMMITTEE,,,,,,2345 GRAND BLVD.,SUITE 2800,KANSAS CITY,MO,64108,,,2023-05-25,5000.00,,2023 Donation,011,C00410621,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.5773,,,CCM,VALADAO FOR CONGRESS,,,,,,5132 NORTH PALM AVENUE,#227,FRESNO,CA,93704,P2024,,2023-05-08,1000.00,,Donation,011,C00499392,,,,,,,,H,CA,22,,,,,,,,
SB23,C00215285,SB23.5771,,,CAN,,WALTZ,MICHAEL,,,,1235 PROVIDENCE BLVD. STE R,PMB 502,DELTONA,FL,32725,P2024,,2023-05-05,1000.00,,Donation,011,,,H8FL06148,,,,,,H,FL,06,,,,,,,,
