form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00607556,SB21B.I16429,,,ORG,GOSHIPPO.COM,,,,,,731 MARKET STREET,,SAN FRANCISCO,CA,94103,,,2024-04-01,182.91,,SHIPPING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16465,,,ORG,FEDERAL EXPRESS,,,,,,685 N WASHINGTON STREET,,ALEXANDRIA,VA,22314,,,2024-05-20,12.25,,SHIPPING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16464,,,ORG,GOOGLE SERVICES,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,94043,,,2024-05-20,10.59,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16463,,,ORG,MICROSOFT OFFICE,,,,,,ONE MICROSOFT WAY,,REDMOND,WA,98052,,,2024-05-20,25.00,,SOFTWARE SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16467,,,ORG,BOX INC,,,,,,900 JEFFERSON AVENUE,,REDWOOD CITY,CA,94063,,,2024-05-21,900.00,,SOFTWARE SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16468,,,ORG,FEDERAL EXPRESS,,,,,,685 N WASHINGTON STREET,,ALEXANDRIA,VA,22314,,,2024-05-29,51.33,,SHIPPING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16428,,,ORG,ANEDOT,,,,,,PO BOX 84314,,BATON ROUGE,LA,70884,,,2024-05-31,435.34,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16470,,,ORG,BSB SOLUTIONS,,,,,,3538 SOUTH WAKEFIELD STREET,,ARLINGTON,VA,22206,,,2024-05-31,1000.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16469,,,ORG,THE TOWNSEND GROUP,,,,,,2308 MT VERNON AVE,,ALEXANDRIA,VA,22301,,,2024-05-31,3072.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16472,,,ORG,ADOBE INC,,,,,,100-014 FIFTH AVE,,NEW YORK,NY,10011,,,2024-06-03,19.99,,SOFTWARE SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16471,,,ORG,GOOGLE SERVICES,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,94043,,,2024-06-03,186.98,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16544,,,ORG,GODADDY.COM,,,,,,14455 N HAYDEN RD,,SCOTTSDALE,AZ,85260,,,2024-06-07,35.16,,WEB SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16545,,,ORG,ADOBE INC,,,,,,100-014 FIFTH AVE,,NEW YORK,NY,10011,,,2024-06-10,59.99,,SOFTWARE SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16546,,,ORG,ISTOCKPHOTO,,,,,,605 5TH AVE S,,SEATTLE,WA,98104,,,2024-06-10,99.00,,PHOTOS,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16547,,,ORG,MAILCHIMP,,,,,,675 PONCE DE LEON AVE NE,,ATLANTA,GA,30308,,,2024-06-10,1225.00,,EMAIL SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16548,,,ORG,QUICKBOOKS,,,,,,2632 MARINE WAY,,MOUNTAIN VIEW,CA,94043,,,2024-06-14,165.00,,ACCOUNTING SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16550,,,ORG,GOOGLE SERVICES,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,94043,,,2024-06-18,20.99,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16551,,,ORG,GOOGLE SERVICES,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,94043,,,2024-06-18,10.59,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16552,,,ORG,MICROSOFT OFFICE,,,,,,ONE MICROSOFT WAY,,REDMOND,WA,98052,,,2024-06-20,25.00,,SOFTWARE SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16553,,,ORG,FEDERAL EXPRESS,,,,,,685 N WASHINGTON STREET,,ALEXANDRIA,VA,22314,,,2024-06-27,33.78,,SHIPPING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16556,,,ORG,ANEDOT,,,,,,PO BOX 84314,,BATON ROUGE,LA,70884,,,2024-06-30,384.34,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
