form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00839894,B-64560,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,G2024,,2023-09-24,47.75,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64559,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,G2024,,2023-09-30,45.16,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64558,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,G2024,,2023-10-01,1.35,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64894,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,G2024,,2023-10-08,97.58,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64893,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,G2024,,2023-10-15,156.62,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64892,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,G2024,,2023-10-22,159.32,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64891,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,G2024,,2023-10-29,142.21,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64890,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,G2024,,2023-10-31,58.33,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64889,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,G2024,,2023-11-05,119.25,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64888,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,G2024,,2023-11-12,67.53,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64887,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,G2024,,2023-11-19,106.84,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64886,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,G2024,,2023-11-26,55.80,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64885,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,G2024,,2023-11-30,61.00,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64899,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,G2024,,2023-12-03,43.55,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64898,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,G2024,,2023-12-10,126.70,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64897,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,G2024,,2023-12-17,124.09,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64896,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,G2024,,2023-12-24,64.74,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64895,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,G2024,,2023-12-31,121.02,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-10650,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,02238,,,2023-07-02,22.40,,Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-10652,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,02238,,,2023-07-09,114.08,,Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-10654,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,02238,,,2023-07-16,153.71,,Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64811,,,ORG,Action Network Tools,,,,,,12180 Millennium Dr. #500,,Playa Vista,CA,90094,G2024,,2023-08-22,468.00,,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64812,,,ORG,Action Network Tools,,,,,,12180 Millennium Dr. #500,,Playa Vista,CA,90094,G2024,,2023-09-22,420.00,,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64813,,,ORG,Action Network Tools,,,,,,12180 Millennium Dr. #500,,Playa Vista,CA,90094,G2024,,2023-10-23,510.00,,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64814,,,ORG,Action Network Tools,,,,,,12180 Millennium Dr. #500,,Playa Vista,CA,90094,G2024,,2023-11-22,202.00,,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64649,,,ORG,Action Network Tools,,,,,,12180 Millennium Dr. #500,,Playa Vista,CA,90094,G2024,,2023-12-22,673.00,,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64740,,,ORG,Amalgamated Bank,,,,,,185 K St. NW,,Washington,DC,20006,G2024,,2023-08-25,245.21,,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64741,,,ORG,Amalgamated Bank,,,,,,185 K St. NW,,Washington,DC,20006,G2024,,2023-09-27,265.21,,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64742,,,ORG,Amalgamated Bank,,,,,,185 K St. NW,,Washington,DC,20006,G2024,,2023-10-27,285.00,,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64743,,,ORG,Amalgamated Bank,,,,,,185 K St. NW,,Washington,DC,20006,G2024,,2023-11-29,200.46,,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64744,,,ORG,Amalgamated Bank,,,,,,185 K St. NW,,Washington,DC,20006,G2024,,2023-12-29,185.00,,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64650,,,ORG,B&h Photo,,,,,,420 9th Ave,,New York,NY,10001,G2024,,2023-07-12,265.15,,Video Production,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65078,,,ORG,C2G Strategies,,,,,,7410 Waterfall Dr.,,McKinney,TX,75072,G2024,,2023-07-10,380.00,,Digital Consulting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65085,,,ORG,C2G Strategies,,,,,,7410 Waterfall Dr.,,McKinney,TX,75072,G2024,,2023-07-31,2000.00,,Digital Consulting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65086,,,ORG,C2G Strategies,,,,,,7410 Waterfall Dr.,,McKinney,TX,75072,G2024,,2023-08-28,2500.00,,Digital Consulting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65089,,,ORG,C2G Strategies,,,,,,7410 Waterfall Dr.,,McKinney,TX,75072,G2024,,2023-10-10,1183.00,,Digital Consulting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65087,,,ORG,C2G Strategies,,,,,,7410 Waterfall Dr.,,McKinney,TX,75072,G2024,,2023-10-16,1894.00,,Digital Consulting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65090,,,ORG,C2G Strategies,,,,,,7410 Waterfall Dr.,,McKinney,TX,75072,G2024,,2023-10-23,2000.00,,Digital Consulting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65080,,,ORG,C2G Strategies,,,,,,7410 Waterfall Dr.,,McKinney,TX,75072,G2024,,2023-11-06,2017.00,,Digital Consulting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65088,,,ORG,C2G Strategies,,,,,,7410 Waterfall Dr.,,McKinney,TX,75072,G2024,,2023-11-13,817.00,,Digital Consulting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65081,,,ORG,C2G Strategies,,,,,,7410 Waterfall Dr.,,McKinney,TX,75072,G2024,,2023-11-20,1293.00,,Digital Consulting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65077,,,ORG,C2G Strategies,,,,,,7410 Waterfall Dr.,,McKinney,TX,75072,G2024,,2023-11-28,503.00,,Digital Consulting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65084,,,ORG,C2G Strategies,,,,,,7410 Waterfall Dr.,,McKinney,TX,75072,G2024,,2023-12-05,1200.00,,Digital Consulting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65079,,,ORG,C2G Strategies,,,,,,7410 Waterfall Dr.,,McKinney,TX,75072,G2024,,2023-12-13,1500.00,,Digital Consulting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65083,,,ORG,C2G Strategies,,,,,,7410 Waterfall Dr.,,McKinney,TX,75072,G2024,,2023-12-20,1080.00,,Digital Consulting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65082,,,ORG,C2G Strategies,,,,,,7410 Waterfall Dr.,,McKinney,TX,75072,G2024,,2023-12-28,783.00,,Digital Consulting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64798,,,IND,,Debona,John,,,,710 27th Ave,,Greeley,CO,80634,G2024,,2023-08-28,500.00,,Communications Staff,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64797,,,IND,,Debona,John,,,,710 27th Ave,,Greeley,CO,80634,G2024,,2023-11-29,500.00,,Communications Staff,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64780,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-03,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64852,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-03,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64860,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-03,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65028,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-03,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64726,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-05,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65039,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-05,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65046,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-05,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65025,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-06,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64995,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-07,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65097,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-07,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64790,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-10,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64841,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-10,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64903,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-10,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64987,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-10,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64944,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-11,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65018,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-11,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64689,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-12,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64674,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-13,41.51,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64977,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-13,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64967,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-14,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65010,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-14,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64608,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-17,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64616,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-17,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64620,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-17,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64763,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-17,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64817,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-17,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64834,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-17,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64904,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-17,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64932,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-17,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64964,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-17,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65030,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-17,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64638,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-18,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65015,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-18,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64773,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-19,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64900,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-19,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64781,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-20,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65006,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-20,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64632,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-21,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64954,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-21,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64595,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-24,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64756,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-24,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64767,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-24,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64782,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-24,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64870,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-24,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64909,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-24,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65002,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-24,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65005,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-24,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65013,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-24,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65099,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-24,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64589,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-25,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64622,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-25,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64821,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-25,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64820,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-26,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64992,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-26,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64836,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-27,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65105,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-27,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64791,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-28,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-65001,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-28,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64599,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-31,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64623,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-31,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64631,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-31,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64735,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-31,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64784,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-31,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64868,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-31,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64934,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-31,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64938,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-31,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
SB21B,C00839894,B-64991,,,ORG,Facebook,,,,,,One Hacker Way,,Menlo Park,CA,94025,G2024,,2023-07-31,100.00,,Digital Advertising,001,,,,,,,,,,,,,,,,,,,
