form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00029447,500016902,,,CCM,CASTEN FOR CONGRESS,,,,,,PO Box 132,,Downers Grove,IL,605150132,P2024,,2023-09-28,2500.00,0.00,Contribution,,C00648493,,,CASTEN,SEAN,,,,H,IL,06,,,,,,,,
SB23,C00029447,500016875,,,CCM,CASTRO FOR CONGRESS,,,,,,PO Box 544,,San Antonio,TX,782920544,P2024,,2023-09-14,1000.00,0.00,Contribution,,C00497933,,,CASTRO,JOAQUIN,,,,H,TX,20,,,,,,,,
SB23,C00029447,500016860,,,CCM,CHRIS DELUZIO FOR CONGRESS,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,G2024,,2023-09-14,1000.00,0.00,Contribution,,C00787648,,,DELUZIO,CHRISTOPHER,,,,H,PA,17,,,,,,,,
SB23,C00029447,500016874,,,CCM,CITIZENS FOR WATERS,,,,,,249 E Ocean Blvd,Ste 685,Long Beach,CA,908028832,P2024,,2023-09-14,2500.00,0.00,Contribution,,C00167585,,,WATERS,MAXINE,,,,H,CA,43,,,,,,,,
SB23,C00029447,500016905,,,CCM,COMMITTEE TO RE-ELECT LINDA SANCHEZ,,,,,,PO Box 83142,,Gaithersburg,MD,208833142,P2024,,2023-09-28,1000.00,0.00,Contribution,,C00384057,,,SANCHEZ,LINDA,,,,H,CA,38,,,,,,,,
SB23,C00029447,500016899,,,CCM,COURTNEY FOR CONGRESS,,,,,,PO Box 1372,,Vernon,CT,060667372,C2024,Convention,2023-09-28,2500.00,0.00,Contribution,,C00410233,,,COURTNEY,JOSEPH D,,,,H,CT,02,,,,,,,,
SB23,C00029447,500016849,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO Box 188,,Island Park,NY,115580188,P2024,,2023-09-14,1500.00,0.00,Contribution,,C00809426,,,DESPOSITO,ANTHONY,P,,,H,NY,04,,,,,,,,
SB23,C00029447,500016876,,,CCM,Don Davis For NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,P2024,,2023-09-14,2500.00,0.00,Contribution,,C00795211,,,DAVIS,DON,,,,H,NC,01,,,,,,,,
SB23,C00029447,500016897,,,CCM,DONALD M PAYNE JR FOR CONGRESS,,,,,,PO Box 2406,,Newark,NJ,071140406,P2024,,2023-09-28,2500.00,0.00,Contribution,,C00519355,,,PAYNE,DONALD M.,,,JR.,H,NJ,10,,,,,,,,
SB23,C00029447,500016852,,,CCM,DONALD NORCROSS FOR CONGRESS,,,,,,PO Box 160,,Collingswood,NJ,081080160,P2024,,2023-09-14,1000.00,0.00,Contribution,,C00558320,,,NORCROSS,DONALD W,,,,H,NJ,01,,,,,,,,
SB23,C00029447,500016863,,,CCM,DR KIM SCHRIER FOR CONGRESS,,,,,,PO Box 2728,,Issaquah,WA,980270125,P2024,,2023-09-14,2500.00,0.00,Contribution,,C00652628,,,SCHRIER,KIM,,Dr.,,H,WA,08,,,,,,,,
SB23,C00029447,500016884,,,CCM,ERIC BURLISON FOR CONGRESS,,,,,,2135 E Independence St,# 1007,Springfield,MO,658043749,P2024,,2023-09-21,1000.00,0.00,Contribution,,C00788414,,,BURLISON,ERIC,,,,H,MO,07,,,,,,,,
SB23,C00029447,500016858,,,CCM,FRIENDS OF JAHANA HAYES,,,,,,PO Box 1487,,Waterbury,CT,067211487,C2024,Convention,2023-09-14,2500.00,0.00,Contribution,,C00677898,,,HAYES,JAHANA,,,,H,CT,05,,,,,,,,
SB23,C00029447,500016890,,,CCM,FRIENDS OF MAZIE HIRONO,,,,,,PO Box 677,,Honolulu,HI,968090677,P2024,,2023-09-28,2500.00,0.00,Contribution,,C00420760,,,HIRONO,MAZIE,,,,S,HI,,,,,,,,,
SB23,C00029447,500016856,,,CCM,FRIENDS OF ROSA DELAURO,,,,,,129 Church St,Ste 818,New Haven,CT,065102005,C2024,Convention,2023-09-14,2500.00,0.00,Contribution,,C00238865,,,DELARUO,ROSA,L.,,,H,CT,03,,,,,,,,
SB23,C00029447,500016880,,,PAC,FRONTLINE USA,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,,,2023-09-14,5000.00,0.00,Contribution,,C00422774,FRONTLINE USA,,,,,,,,,,,,,,,,,
SB23,C00029447,500016891,,,CCM,GARRET GRAVES FOR CONGRESS,,,,,,PO Box 64845,,Baton Rouge,LA,708964845,P2024,,2023-09-28,2500.00,0.00,Contribution,,C00558486,,,GRAVES,GARRET,,,,H,LA,06,,,,,,,,
SB23,C00029447,500016904,,,CCM,JIM COSTA FOR CONGRESS,,,,,,2037 W Bullard Ave,# 355,Fresno,CA,937111200,P2024,,2023-09-28,2500.00,0.00,Contribution,,C00391029,,,COSTA,JIM,,,,H,CA,16,,,,,,,,
SB23,C00029447,500016865,,,CCM,KAPTUR FOR CONGRESS,,,,,,PO Box 899,,Toledo,OH,436970899,P2024,,2023-09-14,2500.00,0.00,Contribution,,C00154625,,,KAPTUR,MARCY,,,,H,OH,09,,,,,,,,
SB23,C00029447,500016892,,,PAC,KEYSTONE AMERICA PAC,,,,,,PO Box 58746,,Philadelphia,PA,191028746,,,2023-09-28,5000.00,0.00,Contribution,,C00439992,KEYSTONE AMERICA PAC,,,,,,,,,,,,,,,,,
SB23,C00029447,500016861,,,CCM,KLOBUCHAR FOR MINNESOTA,,,,,,PO Box 4146,,Saint Paul,MN,551040146,P2024,,2023-09-14,2500.00,0.00,Contribution,,C00431353,,,KLOBUCHAR,AMY,,,,S,MN,,,,,,,,,
SB23,C00029447,500016882,,,CCM,LATEEFAH FOR CONGRESS,,,,,,1714 Franklin St,Ste Pm 100,Oakland,CA,946123409,P2024,,2023-09-14,2500.00,0.00,Contribution,,C00834291,,,SIMON,LATEEFAH,,,,H,CA,12,,,,,,,,
SB23,C00029447,500016883,,,CCM,MARIE FOR CONGRESS,,,,,,PO Box 1164,,Washougal,WA,986710926,P2024,,2023-09-14,2500.00,0.00,Contribution,,C00806174,,,GLUESENKAMP PEREZ,MARIE,,,,H,WA,03,,,,,,,,
SB23,C00029447,500016887,,,CCM,"MARK ALFORD FOR CONGRESS, INC.",,,,,,PO Box 1428,,Raymore,MO,640831428,P2024,,2023-09-28,1500.00,0.00,Contribution,,C00792598,,,ALFORD,MARK,,,,H,MO,04,,,,,,,,
SB23,C00029447,500016862,,,CCM,MARK POCAN FOR CONGRESS,,,,,,PO Box 327,,Madison,WI,537010327,P2024,,2023-09-14,1000.00,0.00,Contribution,,C00502179,,,POCAN,MARK,,,,H,WI,02,,,,,,,,
SB23,C00029447,500016872,,,CCM,MARK TAKANO FOR CONGRESS,,,,,,PO Box 5214,,Riverside,CA,925175214,P2024,,2023-09-14,2500.00,0.00,Contribution,,C00498667,,,TAKANO,MARK,,,,H,CA,41,,,,,,,,
SB23,C00029447,500016864,,,CCM,Mary Peltola For Alaska,,,,,,PO Box 210014,,Anchorage,AK,995210014,P2024,,2023-09-14,1500.00,0.00,Contribution,,C00812388,,,PELTOLA,MARY,,,,H,AK,00,,,,,,,,
SB23,C00029447,500016886,,,PTY,MINNESOTA DEMOCRATIC-FARMER-LABOR PARTY,,,,,,255 Plato Blvd E,,Saint Paul,MN,551071623,,,2023-09-28,2500.00,0.00,Contribution,,C00025254,MINNESOTA DEMOCRATIC-FARMER-LABOR PARTY,,,,,,,,,,,,,,,,,
SB23,C00029447,500016868,,,CCM,MRVAN FOR CONGRESS,,,,,,PO Box 55,,Crown Point,IN,463080055,P2024,,2023-09-14,2500.00,0.00,Contribution,,C00727529,,,MRVAN,FRANK J,,,,H,IN,01,,,,,,,,
SB23,C00029447,500016850,,,CCM,PASCRELL FOR CONGRESS,,,,,,PO Box 100,,Teaneck,NJ,076660100,P2024,,2023-09-14,5000.00,0.00,Contribution,,C00313510,,,PASCRELL,WILLIAM,J.,,JR.,H,NJ,09,,,,,,,,
SB23,C00029447,500016896,,,CCM,PAT RYAN FOR CONGRESS,,,,,,PO Box 2113,,Kingston,NY,124022113,P2024,,2023-09-28,1500.00,0.00,Contribution,,C00815290,,,RYAN,PATRICK,,,,H,NY,18,,,,,,,,
SB23,C00029447,500016907,,,PAC,PEOPLE'S VOICE PAC,,,,,,PO Box 685,,Madison,WI,537010685,,,2023-09-28,5000.00,0.00,Contribution,,C00410092,PEOPLE'S VOICE PAC,,,,,,,,,,,,,,,,,
SB23,C00029447,500016885,,,PAC,PERIMETER PAC,,,,,,124 Washington St,Ste 101,Foxboro,MA,020351368,,,2023-09-14,2500.00,0.00,Contribution,,C00544254,PERIMETER PAC,,,,,,,,,,,,,,,,,
SB23,C00029447,500016877,,,PAC,PRAIRIE POLITICAL ACTION COMMITTEE,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2023-09-14,5000.00,0.00,Contribution,,C00347195,PRAIRIE POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00029447,500016855,,,CCM,RE-ELECT MCGOVERN COMMITTEE,,,,,,PO Box 60405,,Worcester,MA,016060405,P2024,,2023-09-14,2500.00,0.00,Contribution,,C00285171,,,MCGOVERN,JAMES,P.,,,H,MA,02,,,,,,,,
SB23,C00029447,500016873,,,CCM,ROBERT GARCIA FOR CONGRESS,,,,,,65 Pine Ave,# 348,Long Beach,CA,908024718,P2024,,2023-09-14,1000.00,0.00,Contribution,,C00797795,,,GARCIA,ROBERT,,,,H,CA,42,,,,,,,,
SB23,C00029447,500016888,,,CCM,RON ESTES FOR CONGRESS,,,,,,PO Box 782952,,Wichita,KS,672782952,P2024,,2023-09-28,1000.00,0.00,Contribution,,C00632067,,,ESTES,RON,,,,H,KS,04,,,,,,,,
SB23,C00029447,500016910,,,PAC,SCHIFF LEADS PAC,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,,,2023-09-20,-5000.00,0.00,Voided Check - Originally Issued on 8/24/23,,C00648626,SCHIFF LEADS PAC,,,,,,,,,,,,,,,,,
SB23,C00029447,500016867,,,CCM,SCHOLTEN FOR CONGRESS,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,P2024,,2023-09-14,1000.00,0.00,Contribution,,C00711317,,,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,,
SB23,C00029447,500016853,,,CCM,SHARICE FOR CONGRESS,,,,,,13851 W 63rd St,Num 303,Shawnee,KS,662163800,P2024,,2023-09-14,1500.00,0.00,Contribution,,C00670034,,,DAVIDS,SHARICE,,,,H,KS,03,,,,,,,,
SB23,C00029447,500016866,,,CCM,SHONTEL BROWN FOR CONGRESS,,,,,,PO Box 221232,,Beachwood,OH,441220996,P2024,,2023-09-14,2500.00,0.00,Contribution,,C00764381,,,BROWN,M SHONTEL,,,,H,OH,11,,,,,,,,
SB23,C00029447,500016878,,,CCM,SHRI FOR CONGRESS,,,,,,19460 Lowell Dr,,Detroit,MI,482031417,P2024,,2023-09-14,1000.00,0.00,Contribution,,C00798132,,,THANEDAR,SHRI,,,,H,MI,13,,,,,,,,
SB23,C00029447,500016901,,,CCM,SIMPSON FOR CONGRESS,,,,,,1487 Parkway Dr,,Blackfoot,ID,832211667,P2024,,2023-09-28,1000.00,0.00,Contribution,,C00331397,,,SIMPSON,MICHAEL,,,,H,ID,02,,,,,,,,
SB23,C00029447,500016879,,,CCM,SUMMER LEE FOR CONGRESS,,,,,,PO Box 15320,,Washington,DC,200030320,P2024,,2023-09-14,2000.00,0.00,Contribution,,C00791780,,,LEE,SUMMER,,,,H,PA,12,,,,,,,,
SB23,C00029447,500016870,,,CCM,SUSIE LEE FOR CONGRESS,,,,,,5130 S Fort Apache Rd,Ste 215 Pmb 382,Las Vegas,NV,891481732,P2024,,2023-09-14,2500.00,0.00,Contribution,,C00655613,,,LEE,SUSIE,,,,H,NV,03,,,,,,,,
SB23,C00029447,500016903,,,CCM,TAMMY BALDWIN FOR SENATE,,,,,,PO Box 696,,Madison,WI,537010696,P2024,,2023-09-28,2500.00,0.00,Contribution,,C00326801,,,BALDWIN,TAMMY,,,,S,WI,,,,,,,,,
SB23,C00029447,500016889,,,CCM,TINA SMITH FOR MINNESOTA,,,,,,PO Box 14362,,Saint Paul,MN,551140362,P2026,,2023-09-28,1000.00,0.00,Contribution,,C00663781,,,SMITH,TINA FLINT,,,,S,MN,,,,,,,,,
SB23,C00029447,500016871,,,CCM,VAL HOYLE FOR CONGRESS,,,,,,PO Box 657,,Springfield,OR,974770116,P2024,,2023-09-14,1500.00,0.00,Contribution,,C00796144,,,HOYLE,VALERIE,,,,H,OR,04,,,,,,,,
