form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00252825,SB29.110174,,,CCM,Friends of Chesley Lightsey for Judge,,,,,,P O Box 4301,,Philadelphia,PA,19118,,,2023-03-24,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.111294,,,PAC,Friends of Cindy Bass,,,,,,2031 Locust Street; #803,,Philadelphia,PA,19103,,,2023-04-21,12600.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.108436,,,CCM,Friends of Colleen McIntyre Osborne,,,,,,P O Box 22352,,Philadelphia,PA,19110,,,2023-02-01,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110167,,,CCM,Friends of Colleen McIntyre Osborne,,,,,,P O Box 22352,,Philadelphia,PA,19110,,,2023-03-21,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113439,,,CCM,Friends of Colleen McIntyre Osborne,,,,,,P O Box 22352,,Philadelphia,PA,19110,,,2023-06-21,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113421,,,CCM,Friends of Devlin Robinson,,,,,,P O Box 186,,Sewickley,PA,15143,,,2023-06-06,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.111289,,,CCM,Friends of Diane O'Dwyer,,,,,,P O Box 1352,,Exton,PA,19341,,,2023-04-21,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.109392,,,CCM,Friends of Doug Lavenberg,,,,,,P O Box 801,,Ambler,PA,19002,,,2023-03-07,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112297,,,CCM,Friends of Edward J Cardow,,,,,,910 Thornton Road,,Upper Chichester,PA,19061,,,2023-05-09,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.108443,,,CCM,Friends of Gary Masino,,,,,,121 S Broad Street; 4th floor,,Philadelphia,PA,19107,,,2023-02-09,12600.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.109398,,,CCM,Friends of Jack Stollsteimer,,,,,,P O BOX 373,,Wallingford,PA,19086,,,2023-03-09,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113435,,,COM,Friends of Jack Stollsteimer,,,,,,117 Harvard Road,,Havertown,PA,19083,,,2023-06-09,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110177,,,CCM,Friends of Jamila Winder,,,,,,P O Box 763,,Norristown,PA,19404,,,2023-03-24,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112294,,,CCM,Friends of Jamila Winder,,,,,,P O Box 763,,Norristown,PA,19404,,,2023-04-27,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.111281,,,CCM,Friends of Jason Dawkins,,,,,,6333 Glen Loch Street,,Philadelphia,PA,19135,,,2023-04-18,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.111282,,,COM,Friends of Joanna McClinton,,,,,,P O Box 16668,,Philadelphia,PA,19139,,,2023-04-18,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113423,,,COM,Friends of Joanna McClinton,,,,,,P O Box 16668,,Philadelphia,PA,19139,,,2023-06-06,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113436,,,COM,Friends of Joanna McClinton,,,,,,P O Box 16668,,Philadelphia,PA,19139,,,2023-06-09,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110164,,,PAC,Friends of Joe Hohenstein,,,,,,1117 Wakeling Street,,Philadelphia,PA,19124,,,2023-03-21,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113424,,,COM,Friends of Joe Pittman,,,,,,P O Box 382,,Indiana,PA,15701,,,2023-06-06,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112303,,,CCM,Friends of Joe Webster for State Rep,,,,,,P O Box 26264,,Collegeville,PA,19426,,,2023-05-10,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110185,,,CCM,Friends of John Sabatina,,,,,,1742 Emerson Street,,Philadelphia,PA,19152,,,2023-04-11,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112306,,,CCM,Friends of Jose Giral,,,,,,6038 N American Street,,Philadelphia,PA,19120,,,2023-05-10,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112308,,,CCM,Friends of Kimberly Rose,,,,,,116 Highland Drive,,Richboro,PA,18954,,,2023-05-10,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.111270,,,CCM,Friends of Kim Ward,,,,,,P O Box 2101,,Jenkintown,PA,19046,,,2023-04-17,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.108424,,,COM,Friends of Lori Schreiber,,,,,,2479 Lafayette Avenue,,Roslynn,PA,19001,,,2023-01-09,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112310,,,COM,Friends of Lori Schreiber,,,,,,2479 Lafayette Avenue,,Roslynn,PA,19001,,,2023-05-10,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113440,,,CCM,Friends of Lou Mincarelli,,,,,,521 East Lancaster Avenue,,Downingtown,PA,19335,,,2023-06-21,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.111283,,,CCM,Friends of Mark Rozzi,,,,,,165 Roja Lane,,Mertztown,PA,19539,,,2023-04-18,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113425,,,PAC,Friends of Martina White,,,,,,P O Box 16041,,Philadelphia,PA,19114,,,2023-06-06,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.108464,,,COM,Friends of Mary Isaacson,,,,,,714 N 3rd Street,,Philadelphia,PA,19123,,,2023-02-22,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110188,,,CCM,Friends of MaryJo Daley,,,,,,P O Box 862,,Narberth,PA,19072,,,2023-04-11,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112540,,,COM,Friends of Matt Bradford,,,,,,P O Box 349,,Norristown,PA,19404,,,2023-05-30,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113426,,,COM,Friends of Matt Bradford,,,,,,P O Box 349,,Norristown,PA,19404,,,2023-06-06,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112541,,,PAC,Friends of Melissa Shusterman,,,,,,385 Shelbourne Lane,,Phoenixville,PA,19460,,,2023-06-02,1500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110190,,,COM,Friends of Michele Vaughn,,,,,,931 S Walnut Street,,West Chester,PA,19382,,,2023-04-11,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113443,,,COM,Friends of Mike Ksiazek,,,,,,346 Stratton Court,,Langhorne,PA,19047,,,2023-06-21,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112542,,,COM,Friends of Mike Schlossberg,,,,,,P O Box 11466,,Harrisburg,PA,17108,,,2023-06-02,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.111291,,,CCM,Friends of Nate Wolman,,,,,,921 Greystone Drive,,West Chester,PA,19380,,,2023-04-21,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112311,,,CCM,Friends of Nicole Forzato for Judge,,,,,,P O Box 1354,,Paoli,PA,19301,,,2023-05-10,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112313,,,CCM,Friends of Nikil Saval,,,,,,525 Queen Street,,Philadelphia,PA,19147,,,2023-05-10,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110152,,,CCM,Friends of Noah Marlier,,,,,,508 Bradford Road,,Oreland,PA,19075,,,2023-03-13,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110191,,,CCM,Friends of Noah Marlier,,,,,,508 Bradford Road,,Oreland,PA,19075,,,2023-04-11,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.109372,,,CCM,Friends of Pat Gallagher,,,,,,P O Box 6093,,Philadelphia,PA,19114,,,2023-02-27,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.109382,,,CCM,Friends of Rochelle Bilal,,,,,,5805 N 6th Street; Suite 500,,Philadelphia,PA,19120,,,2023-02-28,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.108446,,,COM,Friends of Sean Kilkenny,,,,,,715 Washington Lane,,Jenkintown,PA,19046,,,2023-02-10,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110166,,,COM,Friends of Steve Malagari,,,,,,P O Box 1712,,Lansdale,PA,19446,,,2023-03-21,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113444,,,COM,Friends of Steve Malagari,,,,,,P O Box 1712,,Lansdale,PA,19446,,,2023-06-21,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.109384,,,CCM,Friends of Tamika Washington for Judge,,,,,,P O Box 27336,,Philadelphia,PA,19118,,,2023-02-28,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110158,,,COM,Friends of Tara Zrinski,,,,,,4715 Harriet Lane,,Bethlehem,PA,18017,,,2023-03-20,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113427,,,CCM,Friends of Tim O'Neal,,,,,,4075 Linglestown Road,,Harrisburg,PA,17112,,,2023-06-06,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112543,,,CCM,Friends of Tina Davis,,,,,,505 Grant Ave.,,Croydon,PA,19021,,,2023-06-02,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113432,,,CCM,Friends of Tom Mehaffie,,,,,,P O Box 414,,Harrisburg,PA,17108,,,2023-06-06,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.111286,,,COM,Friends of Tom Murt,,,,,,3728 Meyer Lane,,Hatboro,PA,19040,,,2023-04-18,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113430,,,COM,Friends to Elect Christine M Tartaglione,,,,,,P O Box 28566,,Philadelphia,PA,19149,,,2023-06-06,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.108449,,,PAC,Harrity for Council,,,,,,722 E Willard Street,,Philadelphia,PA,19134,,,2023-02-14,12600.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112315,,,PAC,Harrity for Council,,,,,,722 E Willard Street,,Philadelphia,PA,19134,,,2023-05-10,12600.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110192,,,CCM,Heather Boyd for PA,,,,,,315 Upland Way,,Drexel Way,PA,19026,,,2023-04-11,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113445,,,COM,Horsham Democratic Committee,,,,,,P O Box 691,,Horsham,PA,19044,,,2023-06-21,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110199,,,CCM,Isamac Torres-Fiqueroa for Berks,,,,,,1001 Hartman Road,,Reading,PA,19606,,,2023-04-13,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.108442,,,COM,Jamie Gauthier for West Philly,,,,,,P O Box 38777,,Philadelphia,PA,19104,,,2023-02-09,12600.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113431,,,PAC,Jay Costa for State Senate,,,,,,314 Newport Road,,Pittsburgh,PA,15221,,,2023-06-06,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.108448,,,COM,Jeanne McNeill for PA,,,,,,3163 N Front Street,,Whitehall,PA,18052,,,2023-02-10,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.114543,,,COM,Jill Beck for Superior Court,,,,,,5342 Pocusset Street,,Pittsburgh,PA,15217,,,2023-06-29,20000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.109374,,,CCM,Jim Hasher for City Council At-Large,,,,,,3301 Disston Street,,Philadelphia,PA,19149,,,2023-02-28,12600.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110163,,,CCM,Jimmy Dillon for Senate,,,,,,P O Box 63136,,Philadelphia,PA,19154,,,2023-03-21,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.109391,,,CCM,Joe Ciresi for State Representative,,,,,,120 Connor Drive,,Royersford,PA,19468,,,2023-03-03,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112302,,,CCM,Joe Ciresi for State Representative,,,,,,120 Connor Drive,,Royersford,PA,19468,,,2023-05-10,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.108427,,,PAC,John Galloway for State Representative,,,,,,45 Valentine Lane,,Levittown,PA,19054,,,2023-01-31,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.109397,,,PAC,John Padova for Judge,,,,,,123 South 22nd Street,,Philadelphia,PA,19103,,,2023-03-09,10000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.109387,,,CCM,Josh Maxwell for Chester County,,,,,,P O Box 701,,Downingtown,PA,19335,,,2023-02-28,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110154,,,CCM,Judge Pat Dugan for Superior Court,,,,,,P O Box 63033,,Philadelphia,PA,19114,,,2023-03-20,10000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112293,,,CCM,Judge Pat Dugan for Superior Court,,,,,,P O Box 63033,,Philadelphia,PA,19114,,,2023-04-27,10000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.111287,,,CCM,Judge Tamika Lane for Superior Court,,,,,,P O Box 2875,,Bala Cynwd,PA,19004,,,2023-04-18,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110195,,,CCM,Kay Yu for Judge,,,,,,One South Broad; Suite 1810,,Philadelphia,PA,19107,,,2023-04-11,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.108439,,,CCM,Kevin Steele 4 DA Committee,,,,,,P O Box 568,,Bryn Mawr,PA,19010,,,2023-02-02,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.108430,,,PAC,Lamont McClure 4 Executive,,,,,,4110 Scherman Blvd.,,Bethlehem,PA,18020,,,2023-01-31,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112544,,,COM,Marian for Chester County,,,,,,1890 Rose Cottage Lane,,Malvern,PA,19355,,,2023-06-02,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.109386,,,PAC,Matt Tuerk for Mayor,,,,,,P O Box 1486,,Allentown,PA,18105,,,2023-02-28,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112300,,,COM,Mike Driscoll for Council,,,,,,P O Box 63317,,Philadelphia,PA,19114,,,2023-05-09,12600.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113437,,,COM,Pa First,,,,,,346 Stratton Court,,Langhorne,PA,19047,,,2023-06-09,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.109373,,,COM,People for Cherelle Parker,,,,,,P O Box 27647,,Philadelphia,PA,19118,,,2023-02-27,25000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112317,,,COM,Perry Warren for State Rep,,,,,,P O Box 420,,Newtown,PA,18940,,,2023-05-11,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.109401,,,CCM,Philadelphians For Our Future,,,,,,425 N 20th Street,,Philadelphia,PA,19130,,,2023-03-09,100000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110205,,,CCM,Quetcy Lozada for PHL,,,,,,PP O Box 23147,,Philadelphia,PA,19140,,,2023-04-13,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112316,,,CCM,Quetcy Lozada for PHL,,,,,,PP O Box 23147,,Philadelphia,PA,19140,,,2023-05-10,7600.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.114545,,,PAC,Ridley Township Republican Organization,,,,,,PO Box 9,,Woodlyn,PA,19094,,,2023-06-29,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110168,,,CCM,Samantha Williams for Philly Judge,,,,,,P O Box 42672,,Philadelphia,PA,19104,,,2023-03-21,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112295,,,CCM,Samantha Williams for Philly Judge,,,,,,P O Box 42672,,Philadelphia,PA,19104,,,2023-05-08,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110201,,,CCM,Santoni for Commissioner,,,,,,P O Box 6853,,Reading,PA,19610,,,2023-04-13,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112296,,,CCM,Santoni for Commissioner,,,,,,P O Box 6853,,Reading,PA,19610,,,2023-05-08,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.111293,,,PAC,Steve Santarsiero for State Senate,,,,,,P O Box 671,,Newtown,PA,18940,,,2023-04-21,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.109394,,,CCM,Team Brian Fitzpatrick,,,,,,P O Box 30844,,Bethesda,MD,20824,,,2023-03-07,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.108441,,,COM,Vote Kathy Gilmore Richardson for Philly,,,,,,P O Box 28029,,Philadelphia,PA,19131,,,2023-02-02,12600.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110203,,,CCM,Vote Yes for Jess Royer,,,,,,1001 Vista Lane,,Reading,PA,19606,,,2023-04-13,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.111277,,,PAC,Ward 39-B,,,,,,2701 S Marshall Street,,Philadelphia,PA,19148,,,2023-04-17,500.00,,,,,,,,,,,,,,,,,,,,,,
