form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00802389,22998408I,22998408,SA11AI,ORG,NRDC Action Fund Inc.,,,,,,40 W 20th St,Fl 11,New York,NY,100114231,,,2024-01-31,22484.42,0.00,Staff Time,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00802389,500432189,,,ORG,Ramp,,,,,,71 5th Ave,Fl 6,New York,NY,100033004,,,2024-01-03,1266.27,0.00,Credit Card Payment: See Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500432222,500432189,SB21B,ORG,Action Network,,,,,,1900 L St NW,Ste 900,Washington,DC,200365005,,,2024-01-03,9.54,0.00,Database Services,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 1/3/2024 Ramp Payment
SB21B,C00802389,500432225,500432189,SB21B,ORG,Adobe,,,,,,345 Park Ave,,San Jose,CA,951102704,,,2024-01-03,18.26,0.00,Software,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 1/3/2024 Ramp Payment
SB21B,C00802389,500432226,500432189,SB21B,ORG,Circle CI,,,,,,201 Spear St,# 1200,San Francisco,CA,941051630,,,2024-01-03,143.10,0.00,Website Services,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 1/3/2024 Ramp Payment
SB21B,C00802389,500432228,500432189,SB21B,ORG,GitHub,,,,,,88 Colin P Kelly Jr St,,San Francisco,CA,941072008,,,2024-01-03,64.00,0.00,Website Services,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 1/3/2024 Ramp Payment
SB21B,C00802389,500432223,500432189,SB21B,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-01-03,321.95,0.00,Website Services,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 1/3/2024 Ramp Payment
SB21B,C00802389,500432227,500432189,SB21B,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-01-03,8.48,0.00,Website Services,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 1/3/2024 Ramp Payment
SB21B,C00802389,500432230,500432189,SB21B,ORG,"Network Solutions, LLC",,,,,,5335 Gate Pkwy,,Jacksonville,FL,322563070,,,2024-01-03,44.99,0.00,Website Services,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 1/3/2024 Ramp Payment
SB21B,C00802389,500432229,500432189,SB21B,ORG,"Pantheon Systems, Inc.",,,,,,717 California St,Fl 2,San Francisco,CA,941082456,,,2024-01-03,636.00,0.00,Website Hosting,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 1/3/2024 Ramp Payment
SB21B,C00802389,500432224,500432189,SB21B,ORG,SendGrid,,,,,,1801 California St,Ste 500,Denver,CO,802022618,,,2024-01-03,19.95,0.00,Website Services,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 1/3/2024 Ramp Payment
SB21B,C00802389,500432190,,,ORG,Ramp,,,,,,71 5th Ave,Fl 6,New York,NY,100033004,,,2024-01-31,2498.35,0.00,Credit Card Payment: See Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500432231,500432190,SB21B,ORG,Action Network,,,,,,1900 L St NW,Ste 900,Washington,DC,200365005,,,2024-01-31,212.00,0.00,Database Services,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 1/31/2024 Ramp Payment
SB21B,C00802389,500432239,500432190,SB21B,ORG,Action Network,,,,,,1900 L St NW,Ste 900,Washington,DC,200365005,,,2024-01-31,9.54,0.00,Database Services,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 1/31/2024 Ramp Payment
SB21B,C00802389,500432242,500432190,SB21B,ORG,Action Network,,,,,,1900 L St NW,Ste 900,Washington,DC,200365005,,,2024-01-31,212.00,0.00,Database Services,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 1/31/2024 Ramp Payment
SB21B,C00802389,500432238,500432190,SB21B,ORG,Circle CI,,,,,,201 Spear St,# 1200,San Francisco,CA,941051630,,,2024-01-31,143.10,0.00,Website Services,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 1/31/2024 Ramp Payment
SB21B,C00802389,500432235,500432190,SB21B,ORG,Commercial Type,,,,,,27 Grand St,Fl 3,New York,NY,100131618,,,2024-01-31,187.50,0.00,Font Licenses,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 1/31/2024 Ramp Payment
SB21B,C00802389,500432240,500432190,SB21B,ORG,GitHub,,,,,,88 Colin P Kelly Jr St,,San Francisco,CA,941072008,,,2024-01-31,64.00,0.00,Website Services,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 1/31/2024 Ramp Payment
SB21B,C00802389,500432232,500432190,SB21B,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-01-31,8.48,0.00,Website Services,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 1/31/2024 Ramp Payment
SB21B,C00802389,500432233,500432190,SB21B,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-01-31,336.52,0.00,Website Services,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 1/31/2024 Ramp Payment
SB21B,C00802389,500432236,500432190,SB21B,ORG,Klim Type Foundry,,,,,,23-B Totara Rd,,Miramar,ZZ,00000,,,2024-01-31,651.00,0.00,Font Licenses,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 1/31/2024 Ramp Payment
SB21B,C00802389,500432237,500432190,SB21B,ORG,Office Depot,,,,,,270 Zan Rd,,Charlottesville,VA,229012859,,,2024-01-31,18.26,0.00,Software,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 1/31/2024 Ramp Payment
SB21B,C00802389,500432241,500432190,SB21B,ORG,"Pantheon Systems, Inc.",,,,,,717 California St,Fl 2,San Francisco,CA,941082456,,,2024-01-31,636.00,0.00,Website Hosting,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 1/31/2024 Ramp Payment
SB21B,C00802389,500432234,500432190,SB21B,ORG,SendGrid,,,,,,1801 California St,Ste 500,Denver,CO,802022618,,,2024-01-31,19.95,0.00,Website Services,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 1/31/2024 Ramp Payment
