form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00383950,SB23.190150,,,CCM,MIKE ROGERS FOR CONGRESS,,,,,,8613 INDIAN SPRINGS RD,LAUREL,LAUREL,MD,20724,G2024,,2024-01-02,5000.00,,Campaign Contribution,011,C00857243,MIKE ROGERS FOR CONGRESS,H4MD03180,ROGERS,MICHAEL,,,,H,MD,03,,,,,,,,
SB23,C00383950,SB23.190123,,,CCM,MORGAN MCGARVEY FOR CONGRESS,,,,,,PO BOX 5324,,LOUISVILLE,KY,40255,G2024,,2024-02-14,5000.00,,Campaign Contribution,011,C00791392,MORGAN MCGARVEY FOR CONGRESS,H2KY03206,MCGARVEY,MORGAN,,,,H,KY,03,,,,,,,,
SB23,C00383950,SB23.190103,,,CCM,NEW DEMOCRAT COALITION ACTION FUND,,,,,,600 PENNSYLVANIA AVE SE,SUITE 410,WASHINGTON,DC,20003,G2024,,2024-01-15,5000.00,,Campaign Contribution,011,C00409730,,,,,,,,,,,,,,,,,,
SB23,C00383950,SB23.190090,,,CCM,NRCC,,,,,,320 FIRST STREET SE,.,WASHINGTON,DC,20003,G2024,,2024-01-15,15000.00,,Campaign Contribution,011,C00075820,,,,,,,,,,,,,,,,,,
SB23,C00383950,SB23.190131,,,CCM,PEOPLE FOR BEN,,,,,,PO BOX 25371,,ALBUQUERQUE,NM,87125,G2024,,2024-03-13,5000.00,,Campaign Contribution,011,C00443689,PEOPLE FOR BEN,S0NM00058,LUJAN,BEN RAY,,,,S,NM,00,,,,,,,,
SB23,C00383950,SB23.190121,,,CCM,PRAIRIE POLITICAL ACTION COMMITTEE,,,,,,600 PENNSYLVANIA AVE SE,UNIT 15180,WASHINGTON,DC,20003,G2024,,2024-02-14,2500.00,,Campaign Contribution,011,C00347195,,,,,,,,,,,,,,,,,,
SB23,C00383950,SB23.190092,,,CCM,REPUBLICAN GOVERNANCE GROUP/TUESDAY GROUP PAC,,,,,,610 S. BOULEVARD,,TAMPA,FL,33606,G2024,,2024-01-15,5000.00,,Campaign Contribution,011,C00433060,,,,,,,,,,,,,,,,,,
SB23,C00383950,SB23.190095,,,CCM,REPUBLICAN MAINSTREET PARTNERSHIP PAC,,,,,,411 FIRST STREET SE,,WASHINGTON,DC,20003,G2024,,2024-01-15,5000.00,,Campaign Contribution,011,C00165159,,,,,,,,,,,,,,,,,,
SB23,C00383950,SB23.190114,,,CCM,RULLI FOR OHIO,,,,,,P.O. BOX 2971,,YOUNGSTOWN,OH,44511,G2024,,2024-02-07,2500.00,,Campaign Contribution,011,C00858415,RULLI FOR OHIO,H4OH06165,RULLI,MICHAEL,,,,H,OH,06,,,,,,,,
SB23,C00383950,SB23.190141,,,CCM,SCHIFF FOR SENATE,,,,,,611 PENNSYLVANIA AVE SE,#143,WASHINGTON,DC,20003,G2024,,2024-03-26,5000.00,,Campaign Contribution,011,C00343871,SCHIFF FOR SENATE,S4CA00555,SCHIFF,ADAM,,,,S,CA,00,,,,,,,,
SB23,C00383950,SB23.190151,,,CCM,SUOZZI FOR CONGRESS,,,,,,PO BOX 669,,GLEN COVE,NY,11542,G2024,,2024-01-02,5000.00,,Campaign Contribution,011,C00607200,SUOZZI FOR CONGRESS,H6NY03247,SUOZZI,THOMAS,,,,H,NY,03,,,,,,,,
SB23,C00383950,SB23.190129,,,CCM,TAKING THE HILL PAC,,,,,,"499 S. CAPITOL STREET, SW",SUITE 420,WASHINGTON,DC,20003,G2024,,2024-02-16,5000.00,,Campaign Contribution,011,C00677591,,,,,,,,,,,,,,,,,,
SB23,C00383950,SB23.190134,,,CCM,VAL HOYLE FOR CONGRESS,,,,,,PO BOX 657,,SPRINGFIELD,OR,97477,G2024,,2024-03-26,5000.00,,Campaign Contribution,011,C00796144,VAL HOYLE FOR CONGRESS,H2OR04095,HOYLE,VALERIE,,,,H,OR,04,,,,,,,,
