form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00002840,SB29.1807571,,,CCM,LAUREN HINES FOR KENTUCKY,,,,,,PO BOX 1253,,MURRAY,KY,42071,G2024,,2024-09-20,1000.00,,CONTRIBUTION,,,LAUREN HINES FOR KENTUCKY,,HINES,LAUREN,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807618,,,CCM,MARIA REVELLES CAMPAIGN ACCOUNT,,,,,,3003 VILLA PRECIOSA,,KISSIMMEE,FL,34744,P2024,,2024-07-31,1000.00,,CONTRIBUTION,,,MARIA REVELLES CAMPAIGN ACCOUNT,,REVELLES,MARIA,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807555,,,CCM,MARIA REVELLES CAMPAIGN ACCOUNT,,,,,,3003 VILLA PRECIOSA,,KISSIMMEE,FL,34744,G2024,,2024-09-19,1000.00,,CONTRIBUTION,,,MARIA REVELLES CAMPAIGN ACCOUNT,,REVELLES,MARIA,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807414,,,COM,MICHIGAN DEMOCRATIC STATE CENTRAL,,,,,,606 TOWNSEND ST,,LANSING,MI,48933,,,2024-09-27,1000000.00,,CONTRIB - 2024 GEN ELECTION,,,,,,,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807415,,,COM,MICHIGAN DEMOCRATIC STATE CENTRAL,,,,,,606 TOWNSEND ST,,LANSING,MI,48933,,,2024-09-27,200000.00,,CONTRIB - 2024 GEN ELECTION,,,,,,,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807614,,,PAC,MISSOURIANS FOR A FAIR ECONOMY,,,,,,PO BOX 414222,,KANSAS CITY,MO,64141,,,2024-07-16,50000.00,,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807575,,,PAC,MISSOURI WOMEN FOR PROGRESS,,,,,,520 GILLIS ST,,KANSAS CITY ,MO,64106,,,2024-09-20,50000.00,,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807539,,,CCM,MOLLY GENE CRAIN FOR STATE SENATE,,,,,,279 BURKE ROAD,,LEXINGTON,KY,40511,G2024,,2024-08-26,1000.00,,CONTRIBUTION,,,MOLLY GENE CRAIN FOR STATE SENATE,,CRAIN,MOLLY,GENE,,,,,,,,,,,,,
SB29,C00002840,SB29.1807408,,,PTY,ORANGE COUNTY DEMOCRATIC,,,,,,PO BOX 1648,,ORLANDO,FL,32802,,,2024-09-10,2500.00,,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807558,,,CCM,RACHEL ROARX COMMITTEE TO ELECT,,,,,,2306 PIKES PEAK BLVD,,LOUISVILLE,KY,40214,G2024,,2024-09-20,1000.00,,CONTRIBUTION,,,RACHEL ROARX COMMITTEE TO ELECT,,ROARX,RACHEL,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807530,,,CCM,SARAH FOR FLORIDA,,,,,,PO BOX 182091,,CASSELBERRY,FL,32718,P2024,,2024-08-08,1000.00,,CONTRIBUTION,,,SARAH FOR FLORIDA,,HENRY,SARAH,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807570,,,CCM,SARAH FOR FLORIDA,,,,,,PO BOX 182091,,CASSELBERRY,FL,32718,G2024,,2024-09-20,1000.00,,CONTRIBUTION,,,SARAH FOR FLORIDA,,HENRY,SARAH,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807550,,,CCM,STOVALL FOR KENTUCKY,,,,,,PO BOX 19829,,LOUISVILLE,KY,40259,G2024,,2024-09-10,1000.00,,CONTRIBUTION,,,STOVALL FOR KENTUCKY,,STOVALL,JOHN,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807542,,,CCM,TAYLOR FOR KENTUCKY,,,,,,PO BOX 23027,,LOUISVILLE,KY,40223,G2024,,2024-08-26,1000.00,,CONTRIBUTION,,,TAYLOR FOR KENTUCKY,,JOLLY,TAYLOR,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807537,,,PAC,THE PEOPLES CAMPAIGN INC,,,,,,PO BOX 4681,,FRANKFORT,KY,40604,,,2024-08-14,25000.00,,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807532,,,CCM,TOM KEEN FOR STATE REPRESENTATIVE,,,,,,PO BOX 782193,,ORLANDO,FL,32878,P2024,,2024-08-08,1000.00,,CONTRIBUTION,,,TOM KEEN FOR STATE REPRESENTATIVE,,KEEN,TOM,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807574,,,CCM,TOM KEEN FOR STATE REPRESENTATIVE,,,,,,PO BOX 782193,,ORLANDO,FL,32878,G2024,,2024-09-20,1000.00,,CONTRIBUTION,,,TOM KEEN FOR STATE REPRESENTATIVE,,KEEN,TOM,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807535,,,PAC,UNITE LOUISVILLE INC,,,,,,312 S 4TH ST,STE 717,ORLANDO,FL,40213,,,2024-08-08,10000.00,,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
