form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002840,SB23.1807582,,,CCM,KATRINA SHANKLAND FOR CONGRESS,,,,,,PO BOX 25,,STEVENS POINT,WI,54481,G2024,,2024-07-08,5000.00,,CONTRIBUTION,,C00852210,KATRINA SHANKLAND FOR CONGRESS,,SHANKLAND,KATRINA,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807591,,,CCM,KATRINA SHANKLAND FOR CONGRESS,,,,,,PO BOX 25,,STEVENS POINT,WI,54481,P2024,,2024-07-08,5000.00,,CONTRIBUTION,,C00852210,KATRINA SHANKLAND FOR CONGRESS,,SHANKLAND,KATRINA,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807424,,,CCM,KRISTEN FOR MICHIGAN,,,,,,PO BOX 854,,BAY CITY,MI,48707,P2024,,2024-08-05,5000.00,,CONTRIBUTION,,C00864207,KRISTEN FOR MICHIGAN,H4MI08218,MCDONALD RIVET,KRISTEN,,,,H,MI,08,,,,,,,,
SB23,C00002840,SB23.1807427,,,CCM,KRISTEN FOR MICHIGAN,,,,,,PO BOX 854,,BAY CITY,MI,48707,G2024,,2024-08-06,5000.00,,CONTRIBUTION,,C00864207,KRISTEN FOR MICHIGAN,H4MI08218,MCDONALD RIVET,KRISTEN,,,,H,MI,08,,,,,,,,
SB23,C00002840,SB23.1807596,,,CCM,KWEISI MFUME FOR CONGRESS,,,,,,PO BOX 31649,,BALTIMORE,MD,21207,G2024,,2024-07-16,5000.00,,CONTRIBUTION,,C00726372,KWEISI MFUME FOR CONGRESS,H6MD07020,MFUME,KWEISI,,,,H,MD,07,,,,,,,,
SB23,C00002840,SB23.1807397,,,CCM,LAUREN UNDERWOOD FOR CONGRESS,,,,,,2758 US HIGHWAY 34,SUITE B #149,OSWEGO,IL,60543,G2024,,2024-08-29,5000.00,,CONTRIBUTION,,,LAUREN UNDERWOOD FOR CONGRESS,H8IL14174,UNDERWOOD,LAUREN A,,,,H,IL,14,,,,,,,,
SB23,C00002840,SB23.1807374,,,CCM,LOIS FRANKEL FOR CONGRESS,,,,,,P.O. BOX 812421,,BOCA RATON,FL,33481,P2024,,2024-07-22,5000.00,,CONTRIBUTION,,,LOIS FRANKEL FOR CONGRESS,H2FL14053,FRANKEL,LOIS J.,,,,H,FL,21,,,,,,,,
SB23,C00002840,SB23.1807393,,,CCM,LOIS FRANKEL FOR CONGRESS,,,,,,P.O. BOX 812421,,BOCA RATON,FL,33481,G2024,,2024-09-20,5000.00,,CONTRIBUTION,,,LOIS FRANKEL FOR CONGRESS,H2FL14053,FRANKEL,LOIS J.,,,,H,FL,21,,,,,,,,
SB23,C00002840,SB23.1807607,,,CCM,LUZ RIVAS FOR CONGRESS,,,,,,PO BOX 341533,,ARLETA,CA,91334,G2024,,2024-07-22,2500.00,,CONTRIBUTION,,C00857417,LUZ RIVAS FOR CONGRESS,H4CA29141,RIVAS,LUZ,,,,H,CA,29,,,,,,,,
SB23,C00002840,SB23.1807418,,,CCM,MARK POCAN FOR CONGRESS,,,,,,PO BOX 327,,MADISON,WI,53701,G2024,,2024-08-05,5000.00,,CONTRIBUTION,,C00502179,MARK POCAN FOR CONGRESS,H2WI02124,POCAN,MARK,,,,H,WI,02,,,,,,,,
SB23,C00002840,SB23.1807603,,,CCM,MARY WATERS FOR CONGRESS,,,,,,1276 NAVARRE PL,,DETROIT,MI,48207,P2024,,2024-07-22,2500.00,,CONTRIBUTION,,C00867960,MARY WATERS FOR CONGRESS,H8MI13185,WATERS,MARY,,,,H,MI,13,,,,,,,,
SB23,C00002840,SB23.1807606,,,CCM,MARY WATERS FOR CONGRESS,,,,,,1276 NAVARRE PL,,DETROIT,MI,48207,P2024,,2024-07-22,2500.00,,CONTRIBUTION,,C00867960,MARY WATERS FOR CONGRESS,H8MI13185,WATERS,MARY,,,,H,MI,13,,,,,,,,
SB23,C00002840,SB23.1807430,,,CCM,MAXWELL ALEJANDRO FROST FOR CONGRESS,,,,,,PO BOX 772671,,ORLANDO,FL,32877,P2024,,2024-08-08,5000.00,,CONTRIBUTION,,C00786822,MAXWELL ALEJANDRO FROST FOR CONGRESS,H2FL10259,FROST,MAXWELL ALEJANDRO,,,,H,FL,10,,,,,,,,
SB23,C00002840,SB23.1807466,,,CCM,MAXWELL ALEJANDRO FROST FOR CONGRESS,,,,,,PO BOX 772671,,ORLANDO,FL,32877,G2024,,2024-09-19,5000.00,,CONTRIBUTION,,C00786822,MAXWELL ALEJANDRO FROST FOR CONGRESS,H2FL10259,FROST,MAXWELL ALEJANDRO,,,,H,FL,10,,,,,,,,
SB23,C00002840,SB23.1807600,,,CCM,MELANIE FOR NEW MEXICO,,,,,,PO BOX 51493,,ALBUQUERQUE,NM,87181,G2024,,2024-07-22,5000.00,,CONTRIBUTION,,C00765099,MELANIE FOR NEW MEXICO,H2NM01144,STANSBURY,MELANIE,,,,H,NM,01,,,,,,,,
SB23,C00002840,SB23.1807592,,,CCM,MELTON FOR IOWA,,,,,,PO BOX 132,,NEVADA,IA,50201,G2024,,2024-07-16,1000.00,,CONTRIBUTION,,C00802827,MELTON FOR IOWA,H2IA04141,MELTON,RYAN MICHAEL,APPLETON,,,H,IA,04,,,,,,,,
SB23,C00002840,SB23.1807382,,,CCM,MIKE LEVIN FOR CONGRESS,,,,,,555 CAPITOL MALL,SUITE 400,SACRAMENTO,CA,95814,G2024,,2024-08-19,5000.00,,CONTRIBUTION,,,MIKE LEVIN FOR CONGRESS,H8CA49058,LEVIN,MIKE,,,,H,CA,49,,,,,,,,
SB23,C00002840,SB23.1807429,,,CCM,MOORE FOR CONGRESS,,,,,,PO BOX 16646,,MILWAUKEE,WI,53216,G2024,,2024-08-06,5000.00,,CONTRIBUTION,,C00397505,MOORE FOR CONGRESS,H4WI04183,MOORE,GWENDOLYNNE,,,,H,WI,04,,,,,,,,
SB23,C00002840,SB23.1807377,,,CCM,MORGAN MCGARVEY FOR CONGRESS,,,,,,2250 WINSTON AVE,,LOUISVILLE,KY,40205,G2024,,2024-07-16,5000.00,,CONTRIBUTION,,,MORGAN MCGARVEY FOR CONGRESS,H2KY03206,MCGARVEY,MORGAN,,,,H,KY,03,,,,,,,,
SB23,C00002840,SB23.1807599,,,PAC,NOT SO OLD FASHIONED PAC,,,,,,PO BOX 5324,,LOUISVILLE,KY,40255,,,2024-07-22,5000.00,,CONTRIBUTION,,C00829663,,,,,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807585,,,CCM,OSBORN FOR SENATE,,,,,,18406 PASADENA,,OMAHA,NE,68130,O1000,7/8/2024,2024-07-08,1000.00,,CONTRIBUTION,,,OSBORN FOR SENATE,S4NE00207,OSBORN,DAN,,,,S,NE,00,,,,,,,,
SB23,C00002840,SB23.1807376,,,CCM,ROBIN KELLY FOR CONGRESS,,,,,,PO BOX 6953,,CHICAGO,IL,60680,G2024,,2024-07-26,5000.00,,CONTRIBUTION,,,ROBIN KELLY FOR CONGRESS,,KELLY,ROBIN,,,,H,IL,02,,,,,,,,
SB23,C00002840,SB23.1807494,,,CCM,ROSEN FOR NEVADA,,,,,,1000 N. GREEN VALLEY PKWY,#440-177,HENDERSON,NV,89074,G2024,,2024-09-20,5000.00,,CONTRIBUTION,,C00606939,ROSEN FOR NEVADA,H6NV03139,ROSEN,JACKY,,,,H,NV,03,,,,,,,,
SB23,C00002840,SB23.1807404,,,CCM,SCANLON FOR CONGRESS,,,,,,PO BOX 15320,,WASHINGTON,DC,20003,G2024,,2024-09-20,5000.00,,CONTRIBUTION,,,SCANLON FOR CONGRESS,H8PA07200,SCANLON,MARY GAY,,,,H,PA,05,,,,,,,,
SB23,C00002840,SB23.1807373,,,PAC,SENATE MAJORITY PAC,,,,,,700 13TH STREET NW,SUITE 600,WASHINGTON,DC,20005,,,2024-07-16,145000.00,,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807402,,,CCM,SUSIE LEE FOR CONGRESS,,,,,,5130 S. FORT APACHE RD,,LAS VEGAS,NV,89148,G2024,,2024-09-20,3000.00,,CONTRIBUTION,,,SUSIE LEE FOR CONGRESS,H6NV04020,LEE,SUSIE,,,,H,NV,03,,,,,,,,
SB23,C00002840,SB23.1807501,,,CCM,TERESA FOR ALL,,,,,,PO BOX 2675,,SANTA FE,NM,87504,G2024,,2024-09-24,5000.00,,CONTRIBUTION,,,TERESA FOR ALL,H0NM03102,LEGER FERNANDEZ,TERESA,,,,H,NM,03,,,,,,,,
SB23,C00002840,SB23.1807390,,,PTY,TITUS FOR CONGRESS,,,,,,PO BOX 15320,,WASHINGTON,DC,20003,G2024,,2024-08-08,3000.00,,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807490,,,CCM,TRISHA 4 COLORADO,,,,,,PO BOX 630633,,HIGHLANDS RANCH,CO,80130,G2024,,2024-09-20,5000.00,,CONTRIBUTION,,C00864090,TRISHA 4 COLORADO,H4CO04280,CALVARESE,TRISHA,,,,H,CO,04,,,,,,,,
SB23,C00002840,SB23.1831194,,,PAC,WORKER POWER PAC,,,,,,1021 S. 7TH AVENUE,SUITE 202,PHOENIX,AZ,85007,,,2024-09-20,300000.00,,CONTRIBUTION,,C00756569,,,,,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807522,,,PAC,WORKERS VOTE,,,,,,275 7TH AVENUE,16TH FLOOR,NEW YORK,NY,10001,,,2024-09-09,300000.00,,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
