form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00135368,500131062,,,CCM,DEBORAH ROSS FOR CONGRESS,,,,,,PO Box 28258,,Raleigh,NC,276118258,G2024,,2024-11-04,500.00,0.00,Direct Contribution,,C00729277,,,ROSS,DEBORAH,,,,H,NC,02,,,,,,,,
SB23,C00135368,500131046,,,CCM,DELBENE FOR CONGRESS,,,,,,PO Box 487,,Bothell,WA,980410487,G2024,,2024-11-01,1000.00,0.00,Direct Contribution,,C00459099,,,DELBENE,SUZAN K,,,,H,WA,01,,,,,,,,
SB23,C00135368,500131045,,,CCM,Derek Tran for Congress,,,,,,10441 Stanford Ave,Unit 395,Garden Grove,CA,928425222,G2024,,2024-11-01,500.00,0.00,Direct Contribution,,C00851790,,,Tran,Derek,,,,,,,,,,,,,,
SB23,C00135368,500131031,,,CCM,DIANA DEGETTE FOR CONGRESS,,,,,,PO Box 61337,,Denver,CO,802068337,G2024,,2024-11-01,1000.00,0.00,Direct Contribution,,C00311639,,,DEGETTE,DIANA L.,,,,H,CO,01,,,,,,,,
SB23,C00135368,500131003,,,CCM,DON DAVIS FOR NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,G2024,,2024-10-31,1000.00,0.00,Direct Contribution,,C00795211,,,DAVIS,DON,,,,H,NC,01,,,,,,,,
SB23,C00135368,500130972,,,PAC,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,O2024,Other 2024,2024-10-30,2000.00,0.00,Direct Contribution,,C00042366,DSCC,,,,,,,,,,,,,,,,,
SB23,C00135368,500130977,,,CCM,Ehasz for Congress,,,,,,1800 Byberry Rd,Unit 1336,Bensalem,PA,190204747,G2024,,2024-10-30,2500.00,0.00,Direct Contribution,,C00791335,,,Ehasz,Ashley,,,,H,PA,01,,,,,,,,
SB23,C00135368,500130986,,,CCM,Elissa Slotkin for Michigan,,,,,,PO Box 4145,,East Lansing,MI,488264145,G2024,,2024-10-31,2000.00,0.00,Direct Contribution,,C00834218,,,Slotkin,Elissa,,,,S,MI,,,,,,,,,
SB23,C00135368,500131063,,,CCM,Emily Randall for Congress,,,,,,PO Box 1883,,Port Orchard,WA,983660680,G2024,,2024-11-04,500.00,0.00,Direct Contribution,,C00857094,,,Randall,Emily,,,,H,WA,06,,,,,,,,
SB23,C00135368,500131027,,,CCM,FRIENDS OF BENNIE THOMPSON,,,,,,PO Box 100,,Bolton,MS,390410100,G2024,,2024-11-01,1000.00,0.00,Direct Contribution,,C00279851,,,THOMPSON,BENNIE G.,,,,H,MS,02,,,,,,,,
SB23,C00135368,500130988,,,CCM,FRIENDS OF BERNIE SANDERS,,,,,,PO Box 391,,Burlington,VT,054020391,G2024,,2024-10-31,2000.00,0.00,Direct Contribution,,C00411330,,,SANDERS,BERNARD,,,,S,VT,00,,,,,,,,
SB23,C00135368,500131075,,,CCM,FRIENDS OF DON BEYER,,,,,,1751 Potomac Greens Dr,,Alexandria,VA,223146233,G2024,,2024-11-04,1000.00,0.00,Direct Contribution,,C00555888,,,BEYER,DONALD STERNOFF HON,,,,H,VA,08,,,,,,,,
SB23,C00135368,500130996,,,CCM,FRIENDS OF JAHANA HAYES,,,,,,PO Box 1487,,Waterbury,CT,067211487,G2024,,2024-10-31,1000.00,0.00,Direct Contribution,,C00677898,,,HAYES,JAHANA,,,,H,CT,05,,,,,,,,
SB23,C00135368,500131015,,,CCM,FRIENDS OF JIM CLYBURN,,,,,,PO Box 12567,,Columbia,SC,292112567,G2024,,2024-10-31,1000.00,0.00,Direct Contribution,,C00255562,,,CLYBURN,JAMES E.,,,,H,SC,06,,,,,,,,
SB23,C00135368,500131042,,,CCM,FRIENDS OF LUCY MCBATH INC.,,,,,,1860 Sandy Plains Rd,Ste 204 Pmb 210,Marietta,GA,300667864,G2024,,2024-11-01,1000.00,0.00,Direct Contribution,,C00672295,,,MCBATH,LUCIA KAY MS.,,,,H,GA,07,,,,,,,,
SB23,C00135368,500130982,,,CCM,FRIENDS OF MAZIE HIRONO,,,,,,PO Box 677,,Honolulu,HI,968090677,G2024,,2024-10-30,1000.00,0.00,Direct Contribution,,C00420760,,,HIRONO,MAZIE K,,,,S,HI,00,,,,,,,,
SB23,C00135368,500130975,,,CCM,GABE VASQUEZ FOR CONGRESS,,,,,,PO Box L,,Mesilla,NM,880464612,G2024,,2024-10-30,1500.00,0.00,Direct Contribution,,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,,
SB23,C00135368,500131052,,,CCM,GEORGE WHITESIDES FOR CONGRESS,,,,,,PO Box 221776,,Newhall,CA,913221776,G2024,,2024-11-01,500.00,0.00,Direct Contribution,,C00834028,,,Whitesides,George,,,,H,CA,27,,,,,,,,
SB23,C00135368,500130983,,,CCM,GILLIBRAND FOR SENATE,,,,,,126 C St NW,Fl 2,Washington,DC,200012132,G2024,,2024-10-30,1000.00,0.00,Direct Contribution,,C00413914,,,GILLIBRAND,KIRSTEN ELIZABETH,,,,S,NY,00,,,,,,,,
SB23,C00135368,500131033,,,CCM,GRACE FOR NEW YORK,,,,,,PO Box 656555,,Fresh Meadows,NY,113656555,G2024,,2024-11-01,1000.00,0.00,Direct Contribution,,C00516666,,,MENG,GRACE,,,,H,NY,06,,,,,,,,
SB23,C00135368,500131007,,,CCM,GREG CASAR FOR CONGRESS,,,,,,PO Box 301923,,Austin,TX,787030033,G2024,,2024-10-31,1500.00,0.00,Direct Contribution,,C00791897,,,CASAR,GREG,,,,H,TX,35,,,,,,,,
SB23,C00135368,500131067,,,CCM,HALEY STEVENS FOR CONGRESS,,,,,,33717 Woodward Ave,# 539,Birmingham,MI,480090913,G2024,,2024-11-04,1000.00,0.00,Direct Contribution,,C00638650,,,STEVENS,HALEY,,,,H,MI,11,,,,,,,,
SB23,C00135368,500131000,,,CCM,Hertel for Michigan,,,,,,PO Box 16037,,Lansing,MI,489016037,G2024,,2024-10-31,1000.00,0.00,Direct Contribution,,C00844480,,,Hertel,Curtis,,,Jr.,H,MI,07,,,,,,,,
SB23,C00135368,500131069,,,CCM,ILHAN FOR CONGRESS,,,,,,400 S 4th St,Ste 401,Minneapolis,MN,554151419,G2024,,2024-11-04,1000.00,0.00,Direct Contribution,,C00680934,,,OMAR,ILHAN,,,,H,MN,05,,,,,,,,
SB23,C00135368,500130993,,,CCM,Janelle Bynum for Congress,,,,,,10121 SE Sunnyside Rd,Ste 300,Clackamas,OR,970155713,G2024,,2024-10-31,1000.00,0.00,Direct Contribution,,C00843425,,,Bynum,Janelle,,,,H,OR,05,,,,,,,,
SB23,C00135368,500131029,,,CCM,JASON CROW FOR CONGRESS,,,,,,PO Box 32145,,Aurora,CO,800412145,G2024,,2024-11-01,1000.00,0.00,Direct Contribution,,C00637363,,,CROW,JASON,,,,H,CO,06,,,,,,,,
SB23,C00135368,500131032,,,CCM,JEFFRIES FOR CONGRESS,,,,,,3430 Connecticut Ave NW,Unit 11704,Washington,DC,200087544,G2024,,2024-11-01,2000.00,0.00,Direct Contribution,,C00503052,,,JEFFRIES,HAKEEM,,,,H,NY,08,,,,,,,,
SB23,C00135368,500131024,,,CCM,JOE NEGUSE FOR CONGRESS,,,,,,PO Box 7142,,Boulder,CO,803067142,G2024,,2024-11-01,1000.00,0.00,Direct Contribution,,C00648253,,,NEGUSE,JOSEPH,,,,H,CO,02,,,,,,,,
SB23,C00135368,500131064,,,CCM,JOSH RILEY FOR CONGRESS,,,,,,PO Box 6806,,Ithaca,NY,148516806,G2024,,2024-11-04,500.00,0.00,Direct Contribution,,C00793760,,,RILEY,JOSH,,,,H,NY,22,,,,,,,,
SB23,C00135368,500130971,,,CCM,KAINE FOR VIRGINIA,,,,,,1751 Potomac Greens Dr,,Alexandria,VA,223146233,G2024,,2024-10-30,2000.00,0.00,Direct Contribution,,C00495358,,,KAINE,TIMOTHY MICHAEL,,,,S,VA,00,,,,,,,,
SB23,C00135368,500131057,,,CCM,KATHERINE CLARK FOR CONGRESS,,,,,,PO Box 159,,Belmont,MA,024780002,G2024,,2024-11-04,1000.00,0.00,Direct Contribution,,C00541888,,,CLARK,KATHERINE,,,,H,MA,05,,,,,,,,
SB23,C00135368,500131043,,,CCM,KEEP AL GREEN IN CONGRESS,,,,,,PO Box 56761,,Houston,TX,772566761,G2024,,2024-11-01,1000.00,0.00,Direct Contribution,,C00578567,,,GREEN,ALEXANDER,,,,H,TX,09,,,,,,,,
SB23,C00135368,500131048,,,CCM,KEVIN MULLIN FOR CONGRESS,,,,,,PO Box 869,,Belmont,CA,940020869,G2024,,2024-11-01,500.00,0.00,Direct Contribution,,C00795005,,,MULLIN,KEVIN,,,,H,CA,15,,,,,,,,
SB23,C00135368,500131047,,,CCM,KWEISI MFUME FOR CONGRESS,,,,,,PO Box 31649,,Baltimore,MD,212078649,G2024,,2024-11-01,1000.00,0.00,Direct Contribution,,C00726372,,,MFUME,KWEISI,,,,H,MD,07,,,,,,,,
SB23,C00135368,500131020,,,CCM,Laura Friedman for Congress,,,,,,PO Box 27296,,Los Angeles,CA,900270296,G2024,,2024-11-01,500.00,0.00,Direct Contribution,,C00831321,,,Friedman,Laura,,,,H,CA,30,,,,,,,,
SB23,C00135368,500131022,,,CCM,MAD 4 PA PAC,,,,,,PO Box 444,,Glenside,PA,190380444,G2024,,2024-11-01,1000.00,0.00,Direct Contribution,,C00670844,,,DEAN,MADELEINE,,,,H,PA,04,,,,,,,,
SB23,C00135368,500131053,,,CCM,Maggie for Congress,,,,,,131 Daniel Webster Hwy,# 949,Nashua,NH,030605224,G2024,,2024-11-04,1000.00,0.00,Direct Contribution,,C00878454,,,Goodlander,Maggie,,,,H,NH,02,,,,,,,,
SB23,C00135368,500130994,,,CCM,Mannion for New York,,,,,,PO Box 11131,,Syracuse,NY,132181131,G2024,,2024-10-31,500.00,0.00,Direct Contribution,,C00845461,,,Mannion,John,,,,H,NY,22,,,,,,,,
SB23,C00135368,500131065,,,CCM,MARK POCAN FOR CONGRESS,,,,,,PO Box 327,,Madison,WI,537010327,G2024,,2024-11-04,500.00,0.00,Direct Contribution,,C00502179,,,POCAN,MARK,,,,H,WI,02,,,,,,,,
SB23,C00135368,500131001,,,CCM,MARLINGA FOR CONGRESS,,,,,,155 S Main St,Unit 46232,Mount Clemens,MI,480467762,G2024,,2024-10-31,1000.00,0.00,Direct Contribution,,C00807727,,,MARLINGA,CARL,,,,H,MI,10,,,,,,,,
SB23,C00135368,500130974,,,CCM,MAXWELL ALEJANDRO FROST FOR CONGRESS,,,,,,PO Box 772671,,Orlando,FL,328772671,G2024,,2024-10-30,1000.00,0.00,Direct Contribution,,C00786822,,,FROST,MAXWELL ALEJANDRO,,,,H,FL,10,,,,,,,,
SB23,C00135368,500130978,,,CCM,McBride for Delaware Inc.,,,,,,PO Box 1904,,Wilmington,DE,198991904,G2024,,2024-10-17,500.00,0.00,Direct Contribution,,C00843763,,,McBride,Sarah,E.,,,H,DE,00,,,,,,,,
SB23,C00135368,500131034,,,CCM,MCCLELLAN FOR CONGRESS,,,,,,PO Box 818,,Richmond,VA,232180818,G2024,,2024-11-01,1000.00,0.00,Direct Contribution,,,,H4VA04066,McClellan,Jennifer,,,,H,VA,04,,,,,,,,
SB23,C00135368,500131011,,,CCM,MELANIE FOR NEW MEXICO,,,,,,PO Box 51493,,Albuquerque,NM,871811493,G2024,,2024-10-31,1000.00,0.00,Direct Contribution,,C00765099,,,STANSBURY,MELANIE,,,,H,NM,01,,,,,,,,
SB23,C00135368,500130976,,,CCM,MONDAIRE FOR CONGRESS,,,,,,PO Box 933,,Nyack,NY,109600933,G2024,,2024-10-30,1000.00,0.00,Direct Contribution,,C00711150,,,JONES,MONDAIRE,,,,H,NY,17,,,,,,,,
SB23,C00135368,500131066,,,CCM,MORGAN MCGARVEY FOR CONGRESS,,,,,,PO Box 5324,,Louisville,KY,402550324,G2024,,2024-11-04,500.00,0.00,Direct Contribution,,C00791392,,,MCGARVEY,MORGAN,,,,H,KY,03,,,,,,,,
SB23,C00135368,500131050,,,CCM,Morrison for Congress,,,,,,PO Box 684,,Wayzata,MN,553910684,G2024,,2024-11-01,500.00,0.00,Direct Contribution,,C00856062,,,Morrison,Kelly,,,,H,MN,03,,,,,,,,
SB23,C00135368,500131026,,,CCM,NANCY PELOSI FOR CONGRESS,,,,,,700 13th St NW,Ste 600,Washington,DC,200055998,G2024,,2024-11-01,2000.00,0.00,Direct Contribution,,C00213512,,,PELOSI,NANCY,,,,H,CA,11,,,,,,,,
SB23,C00135368,500131025,,,CCM,NEVADANS FOR STEVEN HORSFORD,,,,,,PO Box 336664,,North Las Vegas,NV,890336664,G2024,,2024-11-01,1000.00,0.00,Direct Contribution,,C00668228,,,HORSFORD,STEVEN ALEXZANDER,,,,H,NV,04,,,,,,,,
SB23,C00135368,500131056,,,CCM,"NIKEMA FOR CONGRESS, INC",,,,,,PO Box 311913,,Atlanta,GA,311311913,G2024,,2024-11-04,1000.00,0.00,Direct Contribution,,C00752584,,,WILLIAMS,NIKEMA NATASSHA,,,,H,GA,05,,,,,,,,
SB23,C00135368,500130985,,,CCM,PALLONE FOR CONGRESS,,,,,,PO Box 3176,,Long Branch,NJ,077403176,G2024,,2024-10-31,2000.00,0.00,Direct Contribution,,C00226928,,,PALLONE,FRANK JR,,,,H,NJ,06,,,,,,,,
SB23,C00135368,500131012,,,CCM,PAUL TONKO FOR CONGRESS,,,,,,911 Central Ave,# 221,Albany,NY,122061350,G2024,,2024-10-31,1500.00,0.00,Direct Contribution,,C00450049,,,TONKO,PAUL DAVID,,,,H,NY,20,,,,,,,,
SB23,C00135368,500131018,,,CCM,PINGREE FOR CONGRESS,,,,,,PO Box 17613,,Portland,ME,041128613,G2024,,2024-11-01,1000.00,0.00,Direct Contribution,,C00433391,,,PINGREE,CHELLIE M,,,,H,ME,01,,,,,,,,
SB23,C00135368,500131035,,,CCM,QUIGLEY FOR CONGRESS,,,,,,2652 N Southport Ave,Unit E,Chicago,IL,606140802,G2024,,2024-11-01,500.00,0.00,Direct Contribution,,C00457556,,,QUIGLEY,MIKE,,,,H,IL,05,,,,,,,,
SB23,C00135368,500131068,,,CCM,RASHIDA TLAIB FOR CONGRESS,,,,,,PO Box 32777,,Detroit,MI,482320777,G2024,,2024-11-04,1000.00,0.00,Direct Contribution,,C00668608,,,TLAIB,RASHIDA,,,,H,MI,12,,,,,,,,
SB23,C00135368,500131030,,,CCM,SARA JACOBS FOR CONGRESS,,,,,,PO Box 120085,,San Diego,CA,921120085,G2024,,2024-11-01,500.00,0.00,Direct Contribution,,C00719559,,,JACOBS,SARA,,,,H,CA,51,,,,,,,,
SB23,C00135368,500131039,,,CCM,SCHAKOWSKY FOR CONGRESS,,,,,,1101 Ridge Ave,,Evanston,IL,602021231,G2024,,2024-11-01,1000.00,0.00,Direct Contribution,,C00327023,,,SCHAKOWSKY,JANICE D,,,,H,IL,09,,,,,,,,
SB23,C00135368,500130989,,,CCM,Schiff for Senate,,,,,,611 Pennsylvania Ave SE,# 143,Washington,DC,200034303,G2024,,2024-10-31,2000.00,0.00,Direct Contribution,,C00343871,,,Schiff,Adam,,,,S,CA,,,,,,,,,
SB23,C00135368,500130999,,,CCM,SCHOLTEN FOR CONGRESS,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,G2024,,2024-10-31,1000.00,0.00,Direct Contribution,,C00711317,,,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,,
SB23,C00135368,500131072,,,CCM,SCOTT FOR CONGRESS,,,,,,PO Box 251,,Newport News,VA,236070251,G2024,,2024-11-04,1000.00,0.00,Direct Contribution,,C00256925,,,SCOTT,ROBERT C,,,,H,VA,03,,,,,,,,
SB23,C00135368,500131004,,,CCM,SHARICE FOR CONGRESS,,,,,,13851 W 63rd St,Num 303,Shawnee,KS,662163800,G2024,,2024-10-31,2000.00,0.00,Direct Contribution,,C00670034,,,DAVIDS,SHARICE,,,,H,KS,03,,,,,,,,
SB23,C00135368,500131061,,,CCM,SHRI FOR CONGRESS,,,,,,19460 Lowell Dr,,Detroit,MI,482031417,G2024,,2024-11-04,500.00,0.00,Direct Contribution,,C00798132,,,THANEDAR,SHRI,,,,H,MI,13,,,,,,,,
SB23,C00135368,500131992,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-28,125.48,0.00,Inkind: Office Space for Event,,C00703975,,,Harris,Kamala,,,,P,,,,,,,,,,
SB23,C00135368,500131076,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,O2024,Other 2024,2024-10-30,454.00,0.00,Inkind: Online Promotion,,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00135368,500131077,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-30,113.50,0.00,Inkind: Online Promotion,,C00606939,,,ROSEN,JACKY,,,,S,NV,00,,,,,,,,
SB23,C00135368,500131078,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-30,113.50,0.00,Inkind: Online Promotion,,C00668228,,,HORSFORD,STEVEN ALEXZANDER,,,,H,NV,04,,,,,,,,
SB23,C00135368,500131079,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-30,113.50,0.00,Inkind: Online Promotion,,C00655613,,,LEE,SUSIE,,,,H,NV,03,,,,,,,,
SB23,C00135368,500131080,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-30,113.50,0.00,Inkind: Online Promotion,,C00499467,,,TITUS,DINA,,,,H,NV,01,,,,,,,,
SB23,C00135368,500131081,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-30,439.35,0.00,Inkind: Online Promotion,,C00840041,,,Kerr,Joe,,,,H,CA,40,,,,,,,,
