form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00890939,500981268,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-12-31,2735.74,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981429,,,ORG,Rodney Willett for Delegate,,,,,,PO Box 29428,,Henrico,VA,232420428,,,2024-12-23,1000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981424,,,ORG,Spanberger for Governor,,,,,,PO Box 3121,,Glen Allen,VA,230583121,,,2024-12-30,10000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981431,,,ORG,United Bank,,,,,,9626 Center St,,Manassas,VA,201105522,,,2024-12-11,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981432,,,ORG,United Bank,,,,,,9626 Center St,,Manassas,VA,201105522,,,2024-12-16,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981433,,,ORG,United Bank,,,,,,9626 Center St,,Manassas,VA,201105522,,,2024-12-18,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981266,,,ORG,United Bank,,,,,,9626 Center St,,Manassas,VA,201105522,,,2024-12-20,25.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981434,,,ORG,United Bank,,,,,,9626 Center St,,Manassas,VA,201105522,,,2024-12-20,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981435,,,ORG,United Bank,,,,,,9626 Center St,,Manassas,VA,201105522,,,2024-12-20,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981436,,,ORG,United Bank,,,,,,9626 Center St,,Manassas,VA,201105522,,,2024-12-20,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981437,,,ORG,United Bank,,,,,,9626 Center St,,Manassas,VA,201105522,,,2024-12-20,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981438,,,ORG,United Bank,,,,,,9626 Center St,,Manassas,VA,201105522,,,2024-12-20,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981439,,,ORG,United Bank,,,,,,9626 Center St,,Manassas,VA,201105522,,,2024-12-20,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981440,,,ORG,United Bank,,,,,,9626 Center St,,Manassas,VA,201105522,,,2024-12-23,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981441,,,ORG,United Bank,,,,,,9626 Center St,,Manassas,VA,201105522,,,2024-12-23,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981442,,,ORG,United Bank,,,,,,9626 Center St,,Manassas,VA,201105522,,,2024-12-23,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981443,,,ORG,United Bank,,,,,,9626 Center St,,Manassas,VA,201105522,,,2024-12-23,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981444,,,ORG,United Bank,,,,,,9626 Center St,,Manassas,VA,201105522,,,2024-12-23,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981445,,,ORG,United Bank,,,,,,9626 Center St,,Manassas,VA,201105522,,,2024-12-23,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981446,,,ORG,United Bank,,,,,,9626 Center St,,Manassas,VA,201105522,,,2024-12-24,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981447,,,ORG,United Bank,,,,,,9626 Center St,,Manassas,VA,201105522,,,2024-12-27,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981448,,,ORG,United Bank,,,,,,9626 Center St,,Manassas,VA,201105522,,,2024-12-30,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981449,,,ORG,United Bank,,,,,,9626 Center St,,Manassas,VA,201105522,,,2024-12-30,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981425,,,ORG,VanValkenburg for Virginia,,,,,,PO Box 28782,,Henrico,VA,232288782,,,2024-12-20,1000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981426,,,ORG,Virginia House Democratic Caucus,,,,,,1021 E Cary St,Ste 1275,Richmond,VA,232194818,,,2024-12-16,10000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981427,,,ORG,Virginia House Democratic Caucus,,,,,,1021 E Cary St,Ste 1275,Richmond,VA,232194818,,,2024-12-18,5000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981428,,,ORG,Virginia House Democratic Caucus,,,,,,1021 E Cary St,Ste 1275,Richmond,VA,232194818,,,2024-12-30,15000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
