form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00570861,SB23.16,,,CCM,COTTON FOR SENATE INC,,,,,,1595 SPRING HILL RD,,TYSONS CORNER,VA,22182,G2026,,2024-12-20,5000.00,,COMMITTEE CONTRIBUTION,,,,,COTTON,TOM,,,,S,AR,,  ,,,,,,,
SB23,C00570861,SB23.11,,,CCM,JIM RISCH FOR US SENATE,,,,,,407 W JEFFERSON ST,,BOISE,ID,83702,P2026,,2024-12-20,5000.00,,COMMITTEE CONTRIBUTION,,,,,RISCH,JIM,,,,S,ID,,  ,,,,,,,
SB23,C00570861,SB23.12,,,CCM,JIM RISCH FOR US SENATE,,,,,,407 W JEFFERSON ST,,BOISE,ID,83702,G2026,,2024-12-20,5000.00,,COMMITTEE CONTRIBUTION,,,,,RISCH,JIM,,,,S,ID,,  ,,,,,,,
SB23,C00570861,SB23.3,,,CCM,JONI FOR IOWA,,,,,,1101 30TH ST NW,STE 390,WASHINGTON,DC,20007,P2026,,2024-12-20,5000.00,,COMMITTEE CONTRIBUTION,,,,,ERNST,JONI,,,,S,IA,,  ,,,,,,,
SB23,C00570861,SB23.4,,,CCM,JONI FOR IOWA,,,,,,1101 30TH ST NW,STE 390,WASHINGTON,DC,20007,G2026,,2024-12-20,5000.00,,COMMITTEE CONTRIBUTION,,,,,ERNST,JONI,,,,S,IA,,  ,,,,,,,
SB23,C00570861,SB23.17,,,CCM,KANSANS FOR MARSHALL,,,,,,PO BOX 1588,,GREAT BEND,KS,67530,P2026,,2024-12-12,5000.00,,COMMITTEE CONTRIBUTIONS,,,,,MARSHALL,ROGER,,,,S,KS,,  ,,,,,,,
SB23,C00570861,SB23.18,,,CCM,KANSANS FOR MARSHALL,,,,,,PO BOX 1588,,GREAT BEND,KS,67530,G2026,,2024-12-12,5000.00,,COMMITTEE CONTRIBUTIONS,,,,,MARSHALL,ROGER,,,,S,KS,,  ,,,,,,,
SB23,C00570861,SB23.1,,,CCM,LUMMIS FOR WYOMING,,,,,,"1020 N FAIRFAX ST, STE 201",,ALEXANDRIA,VA,22314,P2026,,2024-12-12,5000.00,,COMMITTEE CONTRIBUTION,,,,,LUMMIS,CYNTHIA,,,,S,WY,,  ,,,,,,,
SB23,C00570861,SB23.2,,,CCM,LUMMIS FOR WYOMING,,,,,,"1020 N FAIRFAX ST, STE 201",,ALEXANDRIA,VA,22314,G2026,,2024-12-12,5000.00,,COMMITTEE CONTRIBUTION,,,,,LUMMIS,CYNTHIA,,,,S,WY,,  ,,,,,,,
SB23,C00570861,SB23.13,,,CCM,ROUNDS FOR SENATE,,,,,,PO BOX 250,,PIERRA,SD,57501,P2026,,2024-12-20,5000.00,,COMMITTEE CONTRIBUTION,,,,,ROUNDS,MIKE,,,,S,SD,,  ,,,,,,,
SB23,C00570861,SB23.14,,,CCM,ROUNDS FOR SENATE,,,,,,PO BOX 250,,PIERRE,SD,57501,G2026,,2024-12-20,5000.00,,COMMITTEE CONTRIBUTION,,,,,ROUNDS,MIKE,,,,S,SD,,  ,,,,,,,
SB23,C00570861,SB23.22,,,CCM,TEAM GRAHAM INC,,,,,,PO BOX 1801,,COLUMBIA,SC,29202,P2026,,2024-12-21,5000.00,,COMMITTEE CONTRIBUTION,,,,,GRAHAM,LINDSAY,,,,S,SC,,  ,,,,,,,
SB23,C00570861,SB23.23,,,CCM,TUBERVILLE FOR SENATE INC,,,,,,421 OFFICE PARK DR,,MOUNTAIN BROOK,AL,35223,P2026,,2024-12-31,5000.00,,COMMITTEE CONTRIBUTION,,,,,TUBERVILLE,TOMMY,,,,S,AL,,  ,,,,,,,
