form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00802389,500434699,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-22,10.00,2024-02-22,20.00,Staff time and emails for online message (via drawdown),,,S,H2AZ02311,ENGEL,KIRSTEN,,,,H,06,AZ,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434700,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-22,10.00,2024-02-22,20.00,Staff time and emails for online message (via drawdown),,,S,H2IA02111,BOHANNAN,CHRISTINA,,,,H,01,IA,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434701,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-22,10.00,2024-02-22,10.00,Staff time and emails for online message (via drawdown),,,S,H2NE02132,VARGAS,ANTHONY 'TONY',,,,H,02,NE,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434702,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-22,10.00,2024-02-22,10.00,Staff time and emails for online message (via drawdown),,,S,H2MT02092,TRANEL,MONICA,,,,H,01,MT,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434703,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-25,5.72,2024-02-25,5.72,Staff time and emails for online message (via drawdown),,,S,H8CA10126,HARDER,JOSH,,,,H,09,CA,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434704,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-25,5.72,2024-02-25,5.72,Staff time and emails for online message (via drawdown),,,S,H8CA49058,LEVIN,MIKE,,,,H,49,CA,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434705,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-25,5.72,2024-02-25,5.72,Staff time and emails for online message (via drawdown),,,S,H4CA30149,FRIEDMAN,LAURA,,,,H,30,CA,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434706,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-25,5.71,2024-02-25,5.71,Staff time and emails for online message (via drawdown),,,S,H8CA04210,MORSE,JESSICA,,,,H,03,CA,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434707,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-25,5.71,2024-02-25,5.71,Staff time and emails for online message (via drawdown),,,S,H2CA42205,ROLLINS,WILL,,,,H,41,CA,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434708,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-25,5.71,2024-02-25,5.71,Staff time and emails for online message (via drawdown),,,S,H4CA27111,Whitesides,George,,,,H,27,CA,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434709,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-25,5.71,2024-02-25,13.71,Staff time and emails for online message (via drawdown),,,S,H4CA12154,SIMON,LATEEFAH,,,,H,12,CA,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434710,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-28,2.50,2024-02-28,247.50,email services (via drawdown),,,S,S4TX00722,ALLRED,COLIN,,,,S,00,TX,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434711,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-28,2.50,2024-02-28,82.50,email services (via drawdown),,,S,H2TX15203,VALLEJO,MICHELLE,,,,H,15,TX,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434734,,,ORG,New Blue Interactive,,,,,,5138 Newport Ave,,Bethesda,MD,208163025,O2024,Special General,2024-02-06,160.00,2024-02-06,165.00,email messaging,,,S,H6NY03247,SUOZZI,THOMAS,,,,H,03,NY,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434735,,,ORG,New Blue Interactive,,,,,,5138 Newport Ave,,Bethesda,MD,208163025,P2024,,2024-02-14,160.00,2024-02-14,247.50,email messaging,,,S,S4TX00722,ALLRED,COLIN,,,,S,00,TX,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434738,,,ORG,New Blue Interactive,,,,,,5138 Newport Ave,,Bethesda,MD,208163025,P2024,,2024-02-19,160.00,2024-02-19,330.00,email messaging,,,S,P80000722,BIDEN,JOSEPH R JR,,,,P,,,Sonekan,Titi,,,,2024-03-19,,Nationwide IE
SE,C00802389,500434736,,,ORG,New Blue Interactive,,,,,,5138 Newport Ave,,Bethesda,MD,208163025,P2024,,2024-02-28,80.00,2024-02-28,247.50,email messaging,,,S,S4TX00722,ALLRED,COLIN,,,,S,00,TX,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434737,,,ORG,New Blue Interactive,,,,,,5138 Newport Ave,,Bethesda,MD,208163025,P2024,,2024-02-28,80.00,2024-02-28,82.50,email messaging,,,S,H2TX15203,VALLEJO,MICHELLE,,,,H,15,TX,Sonekan,Titi,,,,2024-03-19,
