form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00850321,B-472,,,ORG,INTEGRATED SOLUTIONS: POLITICAL,,,,,,4142 ADAMS AVENUE,SUITE 103-550,SAN DIEGO,CA,92116,,,2024-08-02,250.00,,SOFTWARE & SUPPORT,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-444,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-08-03,144.30,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-448,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-08-06,90.61,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-454,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-08-07,80.30,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-460,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-08-07,256.60,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-470,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-08-08,152.90,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-485,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-08-12,150.91,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-493,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-08-14,1041.50,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-5686,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-08-14,1112.11,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-504,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-08-15,179.21,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-21036,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-08-16,507.17,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-5713,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-08-19,1823.30,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-21037,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-08-19,371.64,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-5715,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-08-20,20.30,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-10858,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-08-21,953.64,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-21121,,,IND,,LOWDEN,SUZANNE,,,,9004 GREENSBORO LANE,,LAS VEGAS,NV,89134,,,2024-08-23,500.00,,IN KIND: CATERING,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-21080,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-08-23,497.24,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-21099,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-08-26,185.54,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-21084,,,ORG,IN COMPLIANCE INC.,,,,,,PO BOX 751271,,LAS VEGAS,NV,89136,,,2024-08-26,2093.38,,EQUIPMENT RENTAL,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-21085,B-21084,,ORG,CAMELOT PARTY RENTALS,,,,,,152 CONEY ISLAND DRIVE,,SPARKS,NV,89431,,,2024-08-26,2093.38,,EQUIPMENT RENTAL,,,,,,,,,,,,,,,,,,,X,MEMO: SUBVENDOR OF-IN COMPLIANCE INC.
SB21B,C00850321,B-21097,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-08-26,17.35,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-21119,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-08-27,721.84,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-21134,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-08-28,371.21,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-21136,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-08-28,221.86,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-21189,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-08-30,381.35,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-21221,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-08-30,169.60,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-21223,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-09-02,1100.60,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-21231,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-09-03,50.61,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-21269,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-09-04,480.90,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-21275,,,ORG,IN COMPLIANCE INC.,,,,,,PO BOX 751271,,LAS VEGAS,NV,89136,,,2024-09-04,1581.07,,EVENT PHOTOGRAPHY SERVICES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-21276,B-21275,,ORG,CASHMAN PRODUCTIONS,,,,,,6295 SOUTH PIONEER WAY,,LAS VEGAS,NV,89113,,,2024-09-04,1581.07,,EVENT PHOTOGRAPHY SERVICES,,,,,,,,,,,,,,,,,,,X,MEMO: SUBVENDOR OF-IN COMPLIANCE INC.
SB21B,C00850321,B-21278,,,ORG,INTEGRATED SOLUTIONS: POLITICAL,,,,,,4142 ADAMS AVENUE,SUITE 103-550,SAN DIEGO,CA,92116,,,2024-09-04,250.00,,SOFTWARE & SUPPORT,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-21233,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-09-04,114.30,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-21302,,,ORG,AZZARA'S ITALIAN RESTAURANT,,,,,,930 TAHOE BOULEVARD,,INCLINE VILLAGE,NV,89451,,,2024-09-05,5570.07,,CATERING,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-39148,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-09-06,488.47,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-23699,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-09-09,1045.80,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-39149,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-09-09,377.66,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-23710,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-09-10,370.10,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-23712,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-09-10,264.30,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-21300,,,ORG,IN COMPLIANCE INC.,,,,,,PO BOX 751271,,LAS VEGAS,NV,89136,,,2024-09-10,4424.88,,SEE BELOW/CATERING,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-21301,B-21300,,ORG,THE VENETIAN RESORT,,,,,,3355 LAS VEGAS BOULEVARD SOUTH,,LAS VEGAS,NV,89109,,,2024-09-10,4424.88,,CATERING,,,,,,,,,,,,,,,,,,,X,MEMO: SUBVENDOR OF-IN COMPLIANCE INC.
SB21B,C00850321,B-39150,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-09-11,1385.13,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-39175,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-09-13,44.90,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-54909,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-09-13,620.00,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-39180,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-09-16,42.61,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-49326,,,IND,,CHERRY,DANIELLE,,,,9545 STONY HILL,,RENO,NV,89521,,,2024-09-16,43390.00,,FUNDRAISING SERVICES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-54916,,,IND,,CHERRY,DANIELLE,,,,9545 STONY HILL,,RENO,NV,89521,,,2024-09-16,2997.94,,SEE BELOW/TRAVEL & EXPS,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-54917,B-54916,,ORG,SOUTHWEST AIRLINES,,,,,,2702 LOVE FIELD DRIVE,,DALLAS,TX,75235,,,2024-09-16,772.92,,TRAVEL,,,,,,,,,,,,,,,,,,,X,MEMO: SUBVENDOR OF-DANIELLE CHERRY
SB21B,C00850321,B-54918,B-54916,,ORG,OFFICE DEPOT,,,,,,5950 SOUTH EASTERN AVENUE,,LAS VEGAS,NV,89119,,,2024-09-16,1512.98,,OFFICE SUPPLIES & POSTAGE,,,,,,,,,,,,,,,,,,,X,MEMO: SUBVENDOR OF-DANIELLE CHERRY
SB21B,C00850321,B-54919,B-54916,,ORG,VENETIAN HOTEL,,,,,,3355 SOUTH LAS VEGAS BOULEVARD,,LAS VEGAS,NV,89109,,,2024-09-16,206.35,,TRAVEL,,,,,,,,,,,,,,,,,,,X,MEMO: SUBVENDOR OF-DANIELLE CHERRY
SB21B,C00850321,B-44278,,,ORG,FMM CONSULTING,,,,,,8651 JOHN J KINGMAN ROAD,,FORT BELVOIR,VA,22060,,,2024-09-16,22500.00,,FUNDRAISING SERVICES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-49322,,,ORG,FMM CONSULTING,,,,,,8651 JOHN J KINGMAN ROAD,,FORT BELVOIR,VA,22060,,,2024-09-16,34489.35,,FUNDRAISING SERVICES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-49323,,,ORG,IN COMPLIANCE INC.,,,,,,PO BOX 751271,,LAS VEGAS,NV,89136,,,2024-09-16,17426.60,,COMPLIANCE CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-49324,,,ORG,PLP ENTERPRISES INC.,,,,,,3452 ESSEX AVENUE,,ATLANTA,GA,30339,,,2024-09-16,3150.00,,FUNDRAISING SERVICES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-49325,,,ORG,THE PASS GROUP LLC,,,,,,610 WESTVIEW AVENUE,,NASHVILLE,TN,37205,,,2024-09-16,4130.40,,FUNDRAISING SERVICES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-54910,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-09-16,346.02,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-39182,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-09-17,111.21,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-54911,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-09-18,1728.26,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-54932,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-09-20,184.11,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-70313,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-09-20,406.63,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-70327,,,ORG,SUPERIOR EVENT SERVICES,,,,,,5255 SOUTH DECATUR BOULEVARD,,LAS VEGAS,NV,89118,,,2024-09-23,2328.74,,CATERING,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-70314,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-09-23,471.71,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-54934,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-09-24,304.90,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-54956,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-09-25,400.30,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-70315,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-09-25,1321.42,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-80516,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-09-27,807.32,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-80539,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-09-30,697.80,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-80517,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-09-30,284.16,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-85934,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-09-30,2498.02,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
