form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00489427,SB21B.8047.16,SB21B.8047,SB21B,ORG,Horseshoe Bend Bar and Grill,,,,,,1622 Horseshoe Bend Parkway,,Four Seasons,MO,65049,P2024,,2023-09-23,1773.51,,Event Expense - Food and Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00489427,SB21B.8092,,,ORG,ABH Consulting LLC,,,,,,3410 Alabama Ave.,,Alexandria,VA,22305,P2024,,2023-12-19,7575.00,,Fundraising Consulting Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00489427,SB21B.8094,,,ORG,ABH Consulting LLC,,,,,,3410 Alabama Ave.,,Alexandria,VA,22305,P2024,,2023-12-22,8894.51,,Itemized:  See Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00489427,SB21B.8094.0,SB21B.8094,SB21B,ORG,American Airlines,,,,,,4333 Amon Carter Blvd.,,Fort Worth,TX,76155,P2024,,2023-09-24,548.80,,Airfare,,,,,,,,,,,,,,,,,,,X,
SB21B,C00489427,SB21B.8094.1,SB21B.8094,SB21B,ORG,American Airlines,,,,,,4333 Amon Carter Blvd.,,Fort Worth,TX,76155,P2024,,2023-09-24,548.80,,Airfare,,,,,,,,,,,,,,,,,,,X,
SB21B,C00489427,SB21B.8094.2,SB21B.8094,SB21B,ORG,Camden on the Lake,,,,,,2359 Bittersweet Road,,Lake Ozark,MO,65049,P2024,,2023-12-01,3145.41,,Event Expense:  Lodging,,,,,,,,,,,,,,,,,,,X,
SB21B,C00489427,SB21B.8094.3,SB21B.8094,SB21B,ORG,Corcoran Caterers,,,,,,2401 Montgomery St.,,Silver Springs,MD,20910,P2024,,2023-10-19,1441.02,,Event Expense:  Catering,,,,,,,,,,,,,,,,,,,X,
SB21B,C00489427,SB21B.8094.4,SB21B.8094,SB21B,ORG,Republican Main Street Partnership,,,,,,"411 New Jersey, SE",,Washington,DC,20003,P2024,,2023-10-10,300.00,,Venue Expense,,,,,,,,,,,,,,,,,,,X,
SB21B,C00489427,SB21B.8094.5,SB21B.8094,SB21B,ORG,Cellar.com,,,,,,411 New Jersey Ave SE,,Washington,DC,20003,P2024,,2023-11-01,305.56,,Event Expense:  Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00489427,SB21B.8094.6,SB21B.8094,SB21B,ORG,Camden on the Lake,,,,,,2359 Bittersweet Road,,Lake Ozark,MO,65049,P2024,,2023-09-24,748.56,,Event Expense:  Lodging,,,,,,,,,,,,,,,,,,,X,
SB21B,C00489427,SB21B.8094.7,SB21B.8094,SB21B,ORG,Uber,,,,,,1515 Third Street,,San Francisco,CA,94158,P2024,,2023-09-24,41.65,,Transportation Expense,,,,,,,,,,,,,,,,,,,X,
SB21B,C00489427,SB21B.8094.8,SB21B.8094,SB21B,ORG,HalfSauced BBQ,,,,,,4185 Osage Beach Parkway,,Osage Beach,MO,65065,P2024,,2023-09-22,1054.71,,Political Meal,,,,,,,,,,,,,,,,,,,X,
SB21B,C00489427,SB21B.8094.9,SB21B.8094,SB21B,ORG,Anchor Rides,,,,,,11 Beach Dr. SE,,St. Petersburg,FL,33701,P2024,,2023-09-25,760.00,,Transporation Expense,,,,,,,,,,,,,,,,,,,X,
SB21B,C00489427,SB21B.8120,,,ORG,Anedot.com,,,,,,555 Hilton Ave.,,Baton Rouge,LA,70808,P2024,,2023-10-05,58.80,,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00489427,SB21B.8075,,,ORG,Anedot.com,,,,,,555 Hilton Ave.,,Baton Rouge,LA,70808,P2024,,2023-11-06,10.05,,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00489427,SB21B.8116,,,ORG,Anedot.com,,,,,,555 Hilton Ave.,,Baton Rouge,LA,70808,P2024,,2023-12-14,439.65,,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00489427,SB21B.8117,,,ORG,Anedot.com,,,,,,555 Hilton Ave.,,Baton Rouge,LA,70808,P2024,,2023-12-26,58.80,,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00489427,SB21B.8086,,,ORG,Bank of Saint Elizabeth,,,,,,215 Main Street,,Saint Elizabeth,MO,65075,P2024,,2023-12-13,196.53,,Check order,,,,,,,,,,,,,,,,,,,,
SB21B,C00489427,SB21B.8044,,,ORG,Husch Blackwell Strategies,,,,,,101 W. High,,Jefferson City,MO,65101,P2024,,2023-10-02,250.00,,Backoffice Services & Compliance,,,,,,,,,,,,,,,,,,,,
SB21B,C00489427,SB21B.8072,,,ORG,Husch Blackwell Strategies,,,,,,101 W. High,,Jefferson City,MO,65101,P2024,,2023-11-06,250.00,,Compliance & Backoffice Service,,,,,,,,,,,,,,,,,,,,
