form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00522425,SB21B.I30269,SB21B.I30253,SB21B,ORG,AT&T,,,,,,PO BOX 105503,,ATLANTA,GA,303485503,,,2024-10-22,193.43,,PAC WIRELESS SERVICE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00522425,SB21B.I30271,SB21B.I30253,SB21B,ORG,SHELL OIL,,,,,,910 LOUISIANA STREET,,HOUSTON,TX,77002,,,2024-11-22,20.16,,PAC TRAVEL EXPENSE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00522425,SB21B.I30267,SB21B.I30253,SB21B,ORG,USPS,,,,,,475 L'ENFANT PLAZA SW,,WASHINGTON,DC,202600004,,,2024-10-22,125.19,,PAC POSTAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00522425,SB21B.I30266,SB21B.I30253,SB21B,ORG,VERIZON WIRELESS,,,,,,PO BOX 660108,,DALLAS,TX,752660108,,,2024-10-22,129.30,,PAC WIRELESS SERVICE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00522425,SB21B.I30264,,,ORG,VISA,,,,,,PO BOX 4513,,CAROL STREAM,IL,601974513,,,2024-11-15,587.37,,SEE MEMO ENTRIES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00522425,SB21B.I30275,SB21B.I30264,SB21B,ORG,AT&T,,,,,,PO BOX 105503,,ATLANTA,GA,303485503,,,2024-11-15,201.12,,PAC WIRELESS SERVICE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00522425,SB21B.I30274,SB21B.I30264,SB21B,ORG,USPS,,,,,,475 L'ENFANT PLAZA SW,,WASHINGTON,DC,202600004,,,2024-11-15,10.45,,PAC POSTAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00522425,SB21B.I30272,SB21B.I30264,SB21B,ORG,VERIZON WIRELESS,,,,,,PO BOX 660108,,DALLAS,TX,752660108,,,2024-11-15,129.39,,PAC WIRELESS SERVICE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00522425,SB21B.I30265,,,ORG,VISA,,,,,,PO BOX 4513,,CAROL STREAM,IL,601974513,,,2024-11-22,9973.71,,SEE MEMO ENTRIES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00522425,SB21B.I30288,SB21B.I30265,SB21B,ORG,ADT SECURITY,,,,,,1 TOWN CENTER RD,,BOCA RATON,FL,33486,,,2024-11-22,124.79,,PAC SECURITY EXPENSE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00522425,SB21B.I30280,SB21B.I30265,SB21B,ORG,AMERICAN AIRLINES,,,,,,4333 AMON CARTER BOULEVARD,,FORT WORTH,TX,761552605,,,2024-11-22,3561.88,,PAC AIRFARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00522425,SB21B.I30281,SB21B.I30265,SB21B,ORG,BLACKLANE,,,,,,929 COLORADO AVENUE,,SANTA MONICA,CA,90401,,,2024-11-22,897.95,,PAC TRAVEL EXPENSE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00522425,SB21B.I30291,SB21B.I30265,SB21B,ORG,HILTON HOTEL,,,,,,5954 LUTHER LANE,,DALLAS,TX,752255907,,,2024-11-22,366.74,,PAC LODGING,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00522425,SB21B.I30282,SB21B.I30265,SB21B,ORG,HUDSON NEWS,,,,,,CHARLESTON INTERNATIONAL AIRPORT,,CHARLESTON,SC,29418,,,2024-11-22,243.22,,PAC TRAVEL EXPENSE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00522425,SB21B.I30293,SB21B.I30265,SB21B,ORG,IAH PARKING,,,,,,2800 N TERMINAL RD,,HOUSTON,TX,77032,,,2024-11-22,5.19,,PAC PARKING,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00522425,SB21B.I30285,SB21B.I30265,SB21B,ORG,JET AVIATION,,,,,,6200 ARCHVIEW DR,,CAHOKIA,IL,62206,,,2024-11-22,532.00,,PAC AIRFARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00522425,SB21B.I30289,SB21B.I30265,SB21B,ORG,MARRIOTT,,,,,,4277 W 150TH ST,,CLEVELAND,OH,44135,,,2024-11-22,634.09,,PAC LODGING,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00522425,SB21B.I30292,SB21B.I30265,SB21B,ORG,PENDRY,,,,,,230 MICHIGAN AVE.,,CHICAGO,IL,60601,,,2024-11-22,209.59,,PAC LODGING,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00522425,SB21B.I30284,SB21B.I30265,SB21B,ORG,PLACEMAKR DUPONT,,,,,,15 DUPONT CIR NW,,WASHINGTON,DC,20008,,,2024-11-22,1725.34,,PAC TRAVEL EXPENSE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00522425,SB21B.I30286,SB21B.I30265,SB21B,ORG,UBER TECHNOLOGIES,,,,,,182  HOWARD STREET,# 8,SAN FRANCISCO,CA,941051611,,,2024-11-22,208.38,,PAC TRAVEL EXPENSE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00522425,SB21B.I30287,SB21B.I30265,SB21B,ORG,UNITED AIRLINES,,,,,,77 W WACKER DR.,,CHICAGO,IL,60601,,,2024-11-22,1003.94,,PAC AIRFARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00522425,SB21B.I30290,SB21B.I30265,SB21B,ORG,VERIZON WIRELESS,,,,,,PO BOX 660108,,DALLAS,TX,752660108,,,2024-11-22,88.29,,PAC WIRELESS SERVICE,,,,,,,,,,,,,  ,,,,,,X,
