form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00157537,SE.9404,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-29,34.78,2024-04-29,34.78,Postage,,C00157537,S,H4WV02205,MOORE,RILEY,,,,H,02,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9412,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-29,0.69,2024-04-30,35.47,Printing,,C00157537,S,P80001571,TRUMP,DONALD J.,,,,P,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9413,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-29,1.54,2024-04-30,36.32,Printing,,C00157537,S,,Justice,Jim,,,,S,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9414,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-29,1.54,2024-04-30,36.32,Printing,,C00157537,S,H4WV02205,MOORE,RILEY,,,,H,02,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9415,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-28,0.61,2024-04-30,36.08,Printing,,C00157537,S,P80001571,TRUMP,DONALD J.,,,,P,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9416,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-28,0.61,2024-04-30,36.93,Printing,,C00157537,S,,Justice,Jim,,,,S,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9417,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-28,0.61,2024-04-30,36.93,Printing,,C00157537,S,H4WV02205,MOORE,RILEY,,,,H,02,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9418,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-26,0.41,2024-04-30,36.49,Printing,,C00157537,S,P80001571,TRUMP,DONALD J.,,,,P,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9419,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-26,0.41,2024-04-30,37.34,Printing,,C00157537,S,,Justice,Jim,,,,S,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9420,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-26,0.41,2024-04-30,35.19,Printing,,C00157537,S,H8WV03097,MILLER,CAROL DEVINE,,,,H,01,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9422,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-23,0.67,2024-04-30,37.16,Printing,,C00157537,S,P80001571,TRUMP,DONALD J.,,,,P,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9423,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-23,0.67,2024-04-30,38.01,Printing,,C00157537,S,,Justice,Jim,,,,S,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9424,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-23,0.67,2024-04-30,37.60,Printing,,C00157537,S,H4WV02205,MOORE,RILEY,,,,H,02,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9425,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-23,37.17,2024-04-30,74.33,Printing,,C00157537,S,P80001571,TRUMP,DONALD J.,,,,P,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9426,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-23,37.17,2024-04-30,75.18,Printing,,C00157537,S,,Justice,Jim,,,,S,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9427,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-23,37.17,2024-04-30,72.36,Printing,,C00157537,S,H8WV03097,MILLER,CAROL DEVINE,,,,H,01,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9428,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-23,37.17,2024-04-30,74.77,Printing,,C00157537,S,H4WV02205,MOORE,RILEY,,,,H,02,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9429,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-19,0.52,2024-04-30,74.85,Printing,,C00157537,S,P80001571,TRUMP,DONALD J.,,,,P,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9430,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-19,0.52,2024-04-30,75.70,Printing,,C00157537,S,,Justice,Jim,,,,S,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9431,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-19,0.53,2024-04-30,72.89,Printing,,C00157537,S,H8WV03097,MILLER,CAROL DEVINE,,,,H,01,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9432,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-18,0.38,2024-04-30,75.23,Printing,,C00157537,S,P80001571,TRUMP,DONALD J.,,,,P,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9433,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-18,0.38,2024-04-30,76.08,Printing,,C00157537,S,,Justice,Jim,,,,S,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9434,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-18,0.38,2024-04-30,73.27,Printing,,C00157537,S,H8WV03097,MILLER,CAROL DEVINE,,,,H,01,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9435,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-15,66.06,2024-04-30,141.29,Printing,,C00157537,S,P80001571,TRUMP,DONALD J.,,,,P,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9436,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-15,66.06,2024-04-30,142.14,Printing,,C00157537,S,,Justice,Jim,,,,S,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9437,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-15,29.08,2024-04-30,102.35,Printing,,C00157537,S,H8WV03097,MILLER,CAROL DEVINE,,,,H,01,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9438,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-15,36.95,2024-04-30,111.72,Printing,,C00157537,S,H4WV02205,MOORE,RILEY,,,,H,02,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9488,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-29,2.05,2024-04-30,143.34,Postage,,C00157537,S,P80001571,TRUMP,DONALD J.,,,,P,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9489,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-29,2.05,2024-04-30,144.19,Postage,,C00157537,S,,Justice,Jim,,,,S,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9490,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-29,2.05,2024-04-30,104.40,Postage,,C00157537,S,H8WV03097,MILLER,CAROL DEVINE,,,,H,01,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9491,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-29,0.03,2024-05-29,143.37,Post & Printing,,C00157537,S,P80001571,TRUMP,DONALD J.,,,,P,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9492,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-29,0.03,2024-05-29,144.22,Postage & Printing,,C00157537,S,,Justice,Jim,,,,S,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9493,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-29,0.03,2024-05-29,104.43,Postage & Printing,,C00157537,S,H8WV03097,MILLER,CAROL DEVINE,,,,H,01,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9494,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-05-02,0.26,2024-05-29,143.63,Postage,,C00157537,S,P80001571,TRUMP,DONALD J.,,,,P,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9495,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-05-02,0.26,2024-05-29,144.48,Postage,,C00157537,S,,Justice,Jim,,,,S,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9496,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-05-02,0.16,2024-05-29,104.59,Postage,,C00157537,S,H8WV03097,MILLER,CAROL DEVINE,,,,H,01,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9497,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-29,0.10,2024-05-29,111.82,Postage,,C00157537,S,H4WV02205,MOORE,RILEY,,,,H,02,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9487,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-29,0.85,2024-05-30,155.30,Printing,,C00157537,S,P80001571,TRUMP,DONALD J.,,,,P,,WV,Buchanan,Mary,Anne,,,2024-07-12,
