form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00837518,SB22.I568,,,PTY,REPUBLICAN PARTY OF IOWA,,,,,,621 E 9TH ST,,DES MOINES,IA,50309,,,2024-12-12,9771.31,,DISTRIBUTION OF NET JFC PROCEEDS,,C00014498,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I572,,,PTY,REPUBLICAN PARTY OF KENTUCKY,,,,,,PO BOX 1068,.,FRANKFORT,KY,40602,,,2024-12-12,9228.54,,DISTRIBUTION OF NET JFC PROCEEDS,,C00156810,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I577,,,PTY,REPUBLICAN PARTY OF MINNESOTA-FED,,,,,,7400 METRO BLVD,STE 424,MINNEAPOLIS,MN,55439,,,2024-12-12,9694.53,,DISTRIBUTION OF NET JFC PROCEEDS,,C00001313,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I584,,,PTY,REPUBLICAN CAMPAIGN CMTE OF NEW MEXICO,,,,,,P.O. BOX 94083,,ALBUQUERQUE,NM,87199,,,2024-12-12,9549.11,,DISTRIBUTION OF NET JFC PROCEEDS,,C00020818,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I591,,,PTY,REPUBLICAN FED CMTE OF PENNSYLVANIA,,,,,,3501 NORTH FRONT STREET STE 200,,HARRISBURG,PA,17110,,,2024-12-12,9479.84,,DISTRIBUTION OF NET JFC PROCEEDS,,C00044842,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I596,,,PTY,REPUBLICAN PARTY OF TEXAS,,,,,,P.O. BOX 2206,,AUSTIN,TX,78768,,,2024-12-12,10138.97,,DISTRIBUTION OF NET JFC PROCEEDS,,C00143743,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I597,,,PTY,REPUBLICAN PARTY OF VIRGINIA INC.,,,,,,115 EAST GRACE STREET,,RICHMOND,VA,23219,,,2024-12-12,9502.60,,DISTRIBUTION OF NET JFC PROCEEDS,,C00001305,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I600,,,PTY,REPUBLICAN PARTY OF WISCONSIN,,,,,,148 E. JOHNSON ST.,,MADISON,WI,53703,,,2024-12-12,9799.08,,DISTRIBUTION OF NET JFC PROCEEDS,,C00074450,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I592,,,PTY,RHODE ISLAND REPUBLICAN STATE CENTRAL COM,,,,,,1800 POST ROAD,SUITE 17-I,WARWICK,RI,02886,,,2024-12-12,9878.18,,DISTRIBUTION OF NET JFC PROCEEDS,,C00078196,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I594,,,PTY,SOUTH CAROLINA REPUBLICAN PARTY,,,,,,1913 MARION ST.,.,COLUMBIA,SC,29201,,,2024-12-12,9739.91,,DISTRIBUTION OF NET JFC PROCEEDS,,C00034033,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I598,,,PTY,VERMONT REPUBLICAN FEDERAL ELECTIONS COMM,,,,,,PO BOX 1111,,WILLISTON,VT,054951111,,,2024-12-12,10139.90,,DISTRIBUTION OF NET JFC PROCEEDS,,C00035618,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I599,,,PTY,WASHINGTON STATE REPUBLICAN PARTY,,,,,,11811 NE 1ST ST,STE A306,BELLEVUE,WA,980053033,,,2024-12-12,9483.82,,DISTRIBUTION OF NET JFC PROCEEDS,,C00031088,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I601,,,PTY,WEST VIRGINIA REPUBLICAN PARTY INC,,,,,,"700 WASHINGTON STREET, EAST",SUITE 201,CHARLESTON,WV,25301,,,2024-12-12,9982.11,,DISTRIBUTION OF NET JFC PROCEEDS,,C00417063,,,,,,,,,,,  ,,,,,,,
